shipment_id,contract_ref,sales_order,material_code,product,quantity_mt,load_port,discharge_port,discharge_port_country,mode_of_transport,vessel,shipment_month,bl_date,bl_quantity_mt,lc_number,lc_issue_date,bl_available,lc_available,qty_variance_mt,qty_variance_pct,lc_bl_lag_days,lc_backdated_vs_bl
SHP-700117,CTR-2025117,SO-500117,MAT-1008,Palm Kernel Expeller (PKE),7258.7,Pasir Gudang,Colombo,Sri Lanka,Sea,MT Kinabalu Spirit,2025-11,2025-11-02,7385.9,,,True,False,127.2,1.75,,False
SHP-700118,CTR-2025118,SO-500118,MAT-1003,RBD Palm Stearin,7177.0,Pasir Gudang,Karachi,Pakistan,Sea,MT Labuan Wave,2025-08,2025-09-16,7029.2,LC-90118,2025-09-01,True,True,-147.8,-2.06,-15.0,False
SHP-700119,CTR-2025119,SO-500119,MAT-1004,RBD Palm Oil,3977.7,Bintulu,Istanbul,Turkey,Sea,MT Kinabalu Spirit,2026-08,2026-08-11,4052.2,LC-90119,2026-08-12,True,True,74.5,1.87,1.0,True
SHP-700120,CTR-2025120,SO-500120,MAT-1007,Palm Methyl Ester Biodiesel (B100),7896.6,Bintulu,Guangzhou,China,Sea,MT Melaka Horizon,2025-12,2025-12-03,7781.9,,,True,False,-114.7,-1.45,,False
SHP-700121,CTR-2025121,SO-500121,MAT-1006,Palm Fatty Acid Distillate (PFAD),6603.5,Port Klang,Guangzhou,China,Sea,MT Sabahan Pride,2026-05,2026-05-27,6677.0,LC-90121,2026-05-08,True,True,73.5,1.11,-19.0,False
SHP-700122,CTR-2025122,SO-500122,MAT-1006,Palm Fatty Acid Distillate (PFAD),7623.5,Port Klang,Rotterdam,Netherlands,Sea,MT Pahang Voyager,2025-09,2025-09-21,7554.2,,,True,False,-69.3,-0.91,,False
SHP-700123,CTR-2025123,SO-500123,MAT-1002,RBD Palm Olein,7495.5,Westport,Karachi,Pakistan,Sea,MT Sabahan Pride,2025-09,,,,,False,False,,,,False
SHP-700124,CTR-2025124,SO-500124,MAT-1008,Palm Kernel Expeller (PKE),697.8,Lahad Datu,Singapore,Singapore,Sea,MT Labuan Wave,2026-05,2026-05-10,711.3,,,True,False,13.5,1.93,,False
SHP-700125,CTR-2025125,SO-500125,MAT-1005,Palm Kernel Oil (PKO),1628.1,Pasir Gudang,Chennai,India,Sea,MT Labuan Wave,2025-12,2025-11-24,1658.2,,,True,False,30.1,1.85,,False
SHP-700126,CTR-2025126,SO-500126,MAT-1002,RBD Palm Olein,6815.9,Port Klang,"West Port, Malaysia",Malaysia,Sea,MT Pahang Voyager,2025-11,2025-11-25,6704.6,LC-90126,2025-10-27,True,True,-111.3,-1.63,-29.0,False
SHP-700127,CTR-2025127,SO-500127,MAT-1001,Crude Palm Oil (CPO),922.8,Pasir Gudang,Kandla,India,Sea,MT Kinabalu Spirit,2025-06,2025-07-04,941.2,,,True,False,18.4,1.99,,False
SHP-700128,CTR-2025128,SO-500128,MAT-1003,RBD Palm Stearin,7974.8,Pasir Gudang,Shanghai,China,Sea,MT Kinabalu Spirit,2026-04,2026-05-01,8074.3,LC-90128,2026-04-19,True,True,99.5,1.25,-12.0,False
SHP-700129,CTR-2025129,SO-500129,MAT-1005,Palm Kernel Oil (PKO),2355.1,Bintulu,Jeddah,Saudi Arabia,Sea,MT Selangor Star,2026-02,2026-03-09,2396.8,,,True,False,41.7,1.77,,False
SHP-700130,CTR-2025130,SO-500130,MAT-1002,RBD Palm Olein,5046.3,Kuantan,Istanbul,Turkey,Sea,MT Sabahan Pride,2025-06,2025-06-24,5050.9,,,True,False,4.6,0.09,,False
SHP-700131,CTR-2025131,SO-500131,MAT-1006,Palm Fatty Acid Distillate (PFAD),3186.2,Westport,Rotterdam,Netherlands,Sea,MT Pahang Voyager,2025-02,2025-02-11,3213.7,LC-90131,2025-01-28,True,True,27.5,0.86,-14.0,False
SHP-700132,CTR-2025132,SO-500132,MAT-1001,Crude Palm Oil (CPO),4401.2,Lahad Datu,Shanghai,China,Sea,MT Selangor Star,2025-05,2025-05-09,4392.6,,,True,False,-8.6,-0.2,,False
SHP-700133,CTR-2025133,SO-500133,MAT-1008,Palm Kernel Expeller (PKE),7074.9,Pasir Gudang,Guangzhou,China,Sea,MT Labuan Wave,2025-07,2025-07-18,7129.8,LC-90133,2025-08-05,True,True,54.9,0.78,18.0,True
SHP-700134,CTR-2025134,SO-500134,MAT-1004,RBD Palm Oil,5152.3,Lahad Datu,Colombo,Sri Lanka,Sea,MT Melaka Horizon,2026-05,2026-06-12,5001.5,LC-90134,2026-06-29,True,True,-150.8,-2.93,17.0,True
SHP-700135,CTR-2025135,SO-500135,MAT-1003,RBD Palm Stearin,3129.4,Port Klang,Karachi,Pakistan,Sea,MT Sabahan Pride,2025-09,2025-09-10,3104.0,,,True,False,-25.4,-0.81,,False
SHP-700136,CTR-2025136,SO-500136,MAT-1003,RBD Palm Stearin,7281.2,Lahad Datu,Lagos,Nigeria,Sea,MT Pahang Voyager,2025-04,2025-05-09,7207.1,LC-90136,2025-04-18,True,True,-74.1,-1.02,-21.0,False
SHP-700137,CTR-2025137,SO-500137,MAT-1007,Palm Methyl Ester Biodiesel (B100),5165.7,Westport,Shanghai,China,Sea,MT Pahang Voyager,2025-03,2025-03-12,5250.1,LC-90137,2025-03-23,True,True,84.4,1.63,11.0,True
SHP-700138,CTR-2025138,SO-500138,MAT-1003,RBD Palm Stearin,4190.9,Kuantan,Karachi,Pakistan,Sea,MT Kinabalu Spirit,2025-07,2025-06-19,4168.4,LC-90138,2025-06-09,True,True,-22.5,-0.54,-10.0,False
SHP-700139,CTR-2025139,SO-500139,MAT-1007,Palm Methyl Ester Biodiesel (B100),2965.6,Pasir Gudang,Los Angeles,USA,Sea,MT Kinabalu Spirit,2025-06,2025-07-03,2887.9,,,True,False,-77.7,-2.62,,False
SHP-700140,CTR-2025140,SO-500140,MAT-1002,RBD Palm Olein,1466.6,Kuantan,"West Port, Malaysia",Malaysia,Sea,MT Sarawak Trader,2026-05,2026-05-26,1432.8,,,True,False,-33.8,-2.3,,False
SHP-700141,CTR-2025141,SO-500141,MAT-1004,RBD Palm Oil,5306.6,Westport,Guangzhou,China,Sea,MT Sabahan Pride,2026-01,2026-02-14,5385.3,,,True,False,78.7,1.48,,False
SHP-700142,CTR-2025142,SO-500142,MAT-1001,Crude Palm Oil (CPO),4054.7,Kuantan,"West Port, Malaysia",Malaysia,Land,,2026-06,2026-06-20,3941.3,LC-90142,2026-05-30,True,True,-113.4,-2.8,-21.0,False
SHP-700143,CTR-2025143,SO-500143,MAT-1002,RBD Palm Olein,1767.0,Bintulu,Chittagong,Bangladesh,Sea,MT Perak Navigator,2025-09,2025-10-23,1721.8,,,True,False,-45.2,-2.56,,False
SHP-700144,CTR-2025144,SO-500144,MAT-1008,Palm Kernel Expeller (PKE),1404.8,Westport,Rotterdam,Netherlands,Sea,MT Sarawak Trader,2026-05,2026-05-18,1398.0,LC-90144,2026-05-07,True,True,-6.8,-0.48,-11.0,False
SHP-700145,CTR-2025145,SO-500145,MAT-1005,Palm Kernel Oil (PKO),5678.0,Lahad Datu,Guangzhou,China,Sea,MT Pahang Voyager,2025-12,2025-12-23,5685.9,,,True,False,7.9,0.14,,False
SHP-700146,CTR-2025146,SO-500146,MAT-1005,Palm Kernel Oil (PKO),1113.2,Pasir Gudang,Los Angeles,USA,Sea,MT Melaka Horizon,2026-01,2026-01-11,1095.2,LC-90146,2026-01-17,True,True,-18.0,-1.62,6.0,True
SHP-700147,CTR-2025147,SO-500147,MAT-1005,Palm Kernel Oil (PKO),6546.5,Bintulu,Kandla,India,Sea,MT Selangor Star,2026-02,2026-03-02,6471.4,LC-90147,2026-02-11,True,True,-75.1,-1.15,-19.0,False
SHP-700148,CTR-2025148,SO-500148,MAT-1006,Palm Fatty Acid Distillate (PFAD),4133.9,Pasir Gudang,Karachi,Pakistan,Sea,MT Selangor Star,2025-04,2025-05-05,4105.5,,,True,False,-28.4,-0.69,,False
SHP-700149,CTR-2025149,SO-500149,MAT-1006,Palm Fatty Acid Distillate (PFAD),6106.0,Pasir Gudang,Guangzhou,China,Sea,MT Perak Navigator,2025-03,2025-04-01,6196.1,LC-90149,2025-02-25,True,True,90.1,1.48,-35.0,False
SHP-700150,CTR-2025150,SO-500150,MAT-1003,RBD Palm Stearin,4337.6,Bintulu,Chittagong,Bangladesh,Sea,MT Sabahan Pride,2025-02,,,LC-90150,2025-02-26,False,True,,,,False
SHP-700151,CTR-2025151,SO-500151,MAT-1001,Crude Palm Oil (CPO),3855.6,Bintulu,Rotterdam,Netherlands,Sea,MT Labuan Wave,2026-03,2026-02-16,3791.8,,,True,False,-63.8,-1.65,,False
SHP-700152,CTR-2025152,SO-500152,MAT-1006,Palm Fatty Acid Distillate (PFAD),3329.6,Bintulu,Shanghai,China,Sea,MT Kinabalu Spirit,2026-07,2026-07-23,3264.9,,,True,False,-64.7,-1.94,,False
SHP-700153,CTR-2025153,SO-500153,MAT-1002,RBD Palm Olein,2956.2,Pasir Gudang,Los Angeles,USA,Sea,MT Labuan Wave,2026-03,2026-02-28,2955.3,,,True,False,-0.9,-0.03,,False
SHP-700154,CTR-2025154,SO-500154,MAT-1008,Palm Kernel Expeller (PKE),5593.3,Bintulu,Singapore,Singapore,Sea,MT Perak Navigator,2025-04,2025-04-05,5575.7,LC-90154,2025-04-23,True,True,-17.6,-0.31,18.0,True
SHP-700155,CTR-2025155,SO-500155,MAT-1003,RBD Palm Stearin,4901.3,Bintulu,Jeddah,Saudi Arabia,Sea,MT Pahang Voyager,2025-12,2025-11-26,4785.5,,,True,False,-115.8,-2.36,,False
SHP-700156,CTR-2025156,SO-500156,MAT-1008,Palm Kernel Expeller (PKE),2628.3,Lahad Datu,Shanghai,China,Sea,MT Selangor Star,2025-10,2025-09-20,2596.2,LC-90156,2025-09-08,True,True,-32.1,-1.22,-12.0,False
SHP-700157,CTR-2025157,SO-500157,MAT-1007,Palm Methyl Ester Biodiesel (B100),7898.9,Lahad Datu,Guangzhou,China,Sea,MT Sabahan Pride,2026-06,2026-06-18,7702.1,,,True,False,-196.8,-2.49,,False
SHP-700158,CTR-2025158,SO-500158,MAT-1003,RBD Palm Stearin,1646.4,Lahad Datu,"West Port, Malaysia",Malaysia,Land,,2026-01,2026-01-06,1612.4,,,True,False,-34.0,-2.07,,False
SHP-700159,CTR-2025159,SO-500159,MAT-1005,Palm Kernel Oil (PKO),2638.2,Pasir Gudang,Rotterdam,Netherlands,Sea,MT Sarawak Trader,2025-07,2025-06-26,2569.6,,,True,False,-68.6,-2.6,,False
SHP-700160,CTR-2025160,SO-500160,MAT-1003,RBD Palm Stearin,4433.8,Lahad Datu,Karachi,Pakistan,Sea,MT Selangor Star,2025-10,2025-11-03,4325.6,,,True,False,-108.2,-2.44,,False
SHP-700161,CTR-2025161,SO-500161,MAT-1001,Crude Palm Oil (CPO),3483.9,Port Klang,"West Port, Malaysia",Malaysia,Land,,2026-01,2026-01-22,3424.3,LC-90161,2025-12-24,True,True,-59.6,-1.71,-29.0,False
SHP-700162,CTR-2025162,SO-500162,MAT-1005,Palm Kernel Oil (PKO),1781.7,Kuantan,Karachi,Pakistan,Sea,MT Labuan Wave,2026-06,2026-06-13,1779.2,LC-90162,2026-05-12,True,True,-2.5,-0.14,-32.0,False
SHP-700163,CTR-2025163,SO-500163,MAT-1007,Palm Methyl Ester Biodiesel (B100),2599.8,Westport,Lagos,Nigeria,Sea,MT Perak Navigator,2026-04,2026-05-01,2563.9,,,True,False,-35.9,-1.38,,False
SHP-700164,CTR-2025164,SO-500164,MAT-1003,RBD Palm Stearin,3690.8,Lahad Datu,Shanghai,China,Sea,MT Labuan Wave,2026-03,2026-03-07,3601.3,,,True,False,-89.5,-2.42,,False
SHP-700165,CTR-2025165,SO-500165,MAT-1003,RBD Palm Stearin,5079.7,Pasir Gudang,Chennai,India,Sea,MT Pahang Voyager,2025-10,2025-10-06,4966.5,,,True,False,-113.2,-2.23,,False
SHP-700166,CTR-2025166,SO-500166,MAT-1004,RBD Palm Oil,4108.6,Kuantan,Rotterdam,Netherlands,Sea,MT Labuan Wave,2025-12,,,LC-90166,2025-11-24,False,True,,,,False
SHP-700167,CTR-2025167,SO-500167,MAT-1004,RBD Palm Oil,3024.5,Pasir Gudang,Chittagong,Bangladesh,Sea,MT Labuan Wave,2026-05,,,LC-90167,2026-04-28,False,True,,,,False
SHP-700168,CTR-2025168,SO-500168,MAT-1007,Palm Methyl Ester Biodiesel (B100),7924.7,Pasir Gudang,Singapore,Singapore,Sea,MT Kinabalu Spirit,2025-05,2025-05-31,7957.0,LC-90168,2025-05-20,True,True,32.3,0.41,-11.0,False
SHP-700169,CTR-2025169,SO-500169,MAT-1006,Palm Fatty Acid Distillate (PFAD),6201.7,Port Klang,Karachi,Pakistan,Sea,MT Sarawak Trader,2025-08,2025-08-10,6143.4,,,True,False,-58.3,-0.94,,False
SHP-700170,CTR-2025170,SO-500170,MAT-1006,Palm Fatty Acid Distillate (PFAD),3116.5,Lahad Datu,Shanghai,China,Sea,MT Melaka Horizon,2026-03,2026-03-27,3173.4,,,True,False,56.9,1.83,,False
SHP-700171,CTR-2025171,SO-500171,MAT-1003,RBD Palm Stearin,1432.2,Kuantan,Shanghai,China,Sea,MT Selangor Star,2025-03,2025-03-16,1402.2,,,True,False,-30.0,-2.09,,False
SHP-700172,CTR-2025172,SO-500172,MAT-1007,Palm Methyl Ester Biodiesel (B100),998.7,Pasir Gudang,Jeddah,Saudi Arabia,Sea,MT Labuan Wave,2025-07,2025-07-20,1010.8,,,True,False,12.1,1.21,,False
SHP-700173,CTR-2025173,SO-500173,MAT-1006,Palm Fatty Acid Distillate (PFAD),1548.3,Kuantan,Kandla,India,Sea,MT Sarawak Trader,2026-02,2026-02-11,1514.6,LC-90173,2026-01-09,True,True,-33.7,-2.18,-33.0,False
SHP-700174,CTR-2025174,SO-500174,MAT-1003,RBD Palm Stearin,6609.3,Bintulu,Colombo,Sri Lanka,Sea,MT Kinabalu Spirit,2026-06,2026-05-29,6529.6,,,True,False,-79.7,-1.21,,False
SHP-700175,CTR-2025175,SO-500175,MAT-1006,Palm Fatty Acid Distillate (PFAD),7079.0,Kuantan,Rotterdam,Netherlands,Sea,MT Labuan Wave,2026-05,2026-04-15,7000.0,LC-90175,2026-03-14,True,True,-79.0,-1.12,-32.0,False
SHP-700176,CTR-2025176,SO-500176,MAT-1006,Palm Fatty Acid Distillate (PFAD),3970.1,Lahad Datu,Lagos,Nigeria,Sea,MT Labuan Wave,2025-08,2025-09-19,3950.8,,,True,False,-19.3,-0.49,,False
SHP-700177,CTR-2025177,SO-500177,MAT-1005,Palm Kernel Oil (PKO),2241.6,Westport,Lagos,Nigeria,Sea,MT Sarawak Trader,2026-02,2026-01-27,2235.3,,,True,False,-6.3,-0.28,,False
SHP-700178,CTR-2025178,SO-500178,MAT-1008,Palm Kernel Expeller (PKE),7298.5,Pasir Gudang,Lagos,Nigeria,Sea,MT Melaka Horizon,2025-08,,,,,False,False,,,,False
SHP-700179,CTR-2025179,SO-500179,MAT-1001,Crude Palm Oil (CPO),7548.7,Port Klang,Jeddah,Saudi Arabia,Sea,MT Labuan Wave,2025-11,2025-11-22,7621.9,LC-90179,2025-11-29,True,True,73.2,0.97,7.0,True
SHP-700180,CTR-2025180,SO-500180,MAT-1003,RBD Palm Stearin,5150.5,Bintulu,Chittagong,Bangladesh,Sea,MT Pahang Voyager,2025-10,2025-11-04,5199.1,,,True,False,48.6,0.94,,False
SHP-700181,CTR-2025181,SO-500181,MAT-1006,Palm Fatty Acid Distillate (PFAD),1637.6,Port Klang,Lagos,Nigeria,Sea,MT Selangor Star,2026-04,2026-04-10,1591.2,LC-90181,2026-03-11,True,True,-46.4,-2.83,-30.0,False
SHP-700182,CTR-2025182,SO-500182,MAT-1005,Palm Kernel Oil (PKO),4774.2,Bintulu,Karachi,Pakistan,Sea,MT Kinabalu Spirit,2025-08,2025-08-19,4827.0,LC-90182,2025-07-27,True,True,52.8,1.11,-23.0,False
SHP-700183,CTR-2025183,SO-500183,MAT-1008,Palm Kernel Expeller (PKE),1329.7,Bintulu,Singapore,Singapore,Sea,MT Sarawak Trader,2026-02,2026-03-04,1342.8,LC-90183,2026-02-12,True,True,13.1,0.99,-20.0,False
SHP-700184,CTR-2025184,SO-500184,MAT-1008,Palm Kernel Expeller (PKE),1624.4,Lahad Datu,Rotterdam,Netherlands,Sea,MT Sabahan Pride,2026-07,2026-07-27,1634.1,,,True,False,9.7,0.6,,False
SHP-700185,CTR-2025185,SO-500185,MAT-1003,RBD Palm Stearin,5308.6,Pasir Gudang,Jeddah,Saudi Arabia,Sea,MT Selangor Star,2025-10,2025-10-31,5216.2,,,True,False,-92.4,-1.74,,False
SHP-700186,CTR-2025186,SO-500186,MAT-1002,RBD Palm Olein,3092.7,Port Klang,Colombo,Sri Lanka,Sea,MT Perak Navigator,2026-01,2026-01-01,3090.1,,,True,False,-2.6,-0.08,,False
SHP-700187,CTR-2025187,SO-500187,MAT-1004,RBD Palm Oil,3506.4,Pasir Gudang,Los Angeles,USA,Sea,MT Sarawak Trader,2026-02,2026-03-07,3428.1,,,True,False,-78.3,-2.23,,False
SHP-700188,CTR-2025188,SO-500188,MAT-1002,RBD Palm Olein,4896.7,Westport,Karachi,Pakistan,Sea,MT Sabahan Pride,2025-04,2025-04-07,4754.2,,,True,False,-142.5,-2.91,,False
SHP-700189,CTR-2025189,SO-500189,MAT-1004,RBD Palm Oil,7040.9,Westport,Lagos,Nigeria,Sea,MT Melaka Horizon,2025-09,2025-10-04,7074.9,,,True,False,34.0,0.48,,False
SHP-700190,CTR-2025190,SO-500190,MAT-1004,RBD Palm Oil,7418.7,Lahad Datu,Los Angeles,USA,Sea,MT Perak Navigator,2025-09,2025-08-31,7409.9,,,True,False,-8.8,-0.12,,False
SHP-700191,CTR-2025191,SO-500191,MAT-1004,RBD Palm Oil,5050.4,Westport,Istanbul,Turkey,Sea,MT Labuan Wave,2025-04,2025-03-27,5134.8,,,True,False,84.4,1.67,,False
SHP-700192,CTR-2025192,SO-500192,MAT-1002,RBD Palm Olein,7441.8,Kuantan,Istanbul,Turkey,Sea,MT Melaka Horizon,2026-06,,,LC-90192,2026-06-08,False,True,,,,False
SHP-700193,CTR-2025193,SO-500193,MAT-1005,Palm Kernel Oil (PKO),7886.3,Kuantan,Chennai,India,Sea,MT Sabahan Pride,2026-05,2026-05-06,7992.7,LC-90193,2026-04-13,True,True,106.4,1.35,-23.0,False
SHP-700194,CTR-2025194,SO-500194,MAT-1002,RBD Palm Olein,4391.3,Port Klang,Lagos,Nigeria,Sea,MT Selangor Star,2025-03,2025-04-13,4333.2,LC-90194,2025-04-25,True,True,-58.1,-1.32,12.0,True
SHP-700195,CTR-2025195,SO-500195,MAT-1007,Palm Methyl Ester Biodiesel (B100),6521.4,Bintulu,Colombo,Sri Lanka,Sea,MT Selangor Star,2026-02,2026-03-12,6455.6,,,True,False,-65.8,-1.01,,False
SHP-700196,CTR-2025196,SO-500196,MAT-1004,RBD Palm Oil,4530.5,Port Klang,Chennai,India,Sea,MT Melaka Horizon,2025-06,2025-06-29,4561.6,LC-90196,2025-06-07,True,True,31.1,0.69,-22.0,False
SHP-700197,CTR-2025197,SO-500197,MAT-1006,Palm Fatty Acid Distillate (PFAD),3891.6,Westport,Karachi,Pakistan,Sea,MT Kinabalu Spirit,2026-05,2026-05-17,3809.2,LC-90197,2026-05-24,True,True,-82.4,-2.12,7.0,True
SHP-700198,CTR-2025198,SO-500198,MAT-1008,Palm Kernel Expeller (PKE),4237.8,Bintulu,Colombo,Sri Lanka,Sea,MT Melaka Horizon,2025-02,2025-03-19,4187.5,,,True,False,-50.3,-1.19,,False
SHP-700199,CTR-2025199,SO-500199,MAT-1001,Crude Palm Oil (CPO),4854.4,Pasir Gudang,Istanbul,Turkey,Sea,MT Perak Navigator,2025-09,,,,,False,False,,,,False
SHP-700200,CTR-2025200,SO-500200,MAT-1004,RBD Palm Oil,5476.5,Pasir Gudang,Karachi,Pakistan,Sea,MT Melaka Horizon,2026-07,2026-08-07,5352.9,,,True,False,-123.6,-2.26,,False
SHP-700201,CTR-2025201,SO-500201,MAT-1007,Palm Methyl Ester Biodiesel (B100),3609.7,Pasir Gudang,Istanbul,Turkey,Sea,MT Sarawak Trader,2026-01,2026-01-27,3608.9,LC-90201,2026-01-12,True,True,-0.8,-0.02,-15.0,False
SHP-700202,CTR-2025202,SO-500202,MAT-1004,RBD Palm Oil,1003.1,Bintulu,"West Port, Malaysia",Malaysia,Sea,MT Melaka Horizon,2025-10,2025-10-15,983.3,LC-90202,2025-09-18,True,True,-19.8,-1.97,-27.0,False
SHP-700203,CTR-2025203,SO-500203,MAT-1004,RBD Palm Oil,1930.2,Pasir Gudang,Alexandria,Egypt,Sea,MT Sabahan Pride,2026-03,2026-03-23,1878.6,LC-90203,2026-02-18,True,True,-51.6,-2.67,-33.0,False
SHP-700204,CTR-2025204,SO-500204,MAT-1007,Palm Methyl Ester Biodiesel (B100),6316.5,Lahad Datu,Chittagong,Bangladesh,Sea,MT Pahang Voyager,2025-10,2025-11-16,6253.6,LC-90204,2025-10-31,True,True,-62.9,-1.0,-16.0,False
SHP-700205,CTR-2025205,SO-500205,MAT-1004,RBD Palm Oil,4697.3,Bintulu,Alexandria,Egypt,Sea,MT Pahang Voyager,2025-02,2025-02-25,4778.6,LC-90205,2025-02-08,True,True,81.3,1.73,-17.0,False
SHP-700206,CTR-2025206,SO-500206,MAT-1007,Palm Methyl Ester Biodiesel (B100),3299.8,Bintulu,Istanbul,Turkey,Sea,MT Perak Navigator,2025-11,2025-12-03,3268.2,,,True,False,-31.6,-0.96,,False
SHP-700207,CTR-2025207,SO-500207,MAT-1008,Palm Kernel Expeller (PKE),690.4,Pasir Gudang,"West Port, Malaysia",Malaysia,Land,,2025-05,2025-04-28,692.4,,,True,False,2.0,0.29,,False
SHP-700208,CTR-2025208,SO-500208,MAT-1001,Crude Palm Oil (CPO),703.2,Lahad Datu,Istanbul,Turkey,Sea,MT Pahang Voyager,2025-06,2025-07-05,705.7,,,True,False,2.5,0.36,,False
SHP-700209,CTR-2025209,SO-500209,MAT-1008,Palm Kernel Expeller (PKE),647.8,Bintulu,Colombo,Sri Lanka,Sea,MT Labuan Wave,2025-10,2025-10-23,634.1,,,True,False,-13.7,-2.11,,False
SHP-700210,CTR-2025210,SO-500210,MAT-1003,RBD Palm Stearin,5395.6,Kuantan,Istanbul,Turkey,Sea,MT Kinabalu Spirit,2025-07,,,,,False,False,,,,False
SHP-700211,CTR-2025211,SO-500211,MAT-1007,Palm Methyl Ester Biodiesel (B100),2323.8,Bintulu,"West Port, Malaysia",Malaysia,Sea,MT Pahang Voyager,2025-01,2025-02-23,2300.2,LC-90211,2025-01-30,True,True,-23.6,-1.02,-24.0,False
SHP-700212,CTR-2025212,SO-500212,MAT-1008,Palm Kernel Expeller (PKE),5510.6,Lahad Datu,Chennai,India,Sea,MT Sarawak Trader,2026-05,2026-06-28,5348.9,LC-90212,2026-06-09,True,True,-161.7,-2.93,-19.0,False
SHP-700213,CTR-2025213,SO-500213,MAT-1003,RBD Palm Stearin,1141.3,Port Klang,Singapore,Singapore,Sea,MT Sarawak Trader,2026-04,,,,,False,False,,,,False
SHP-700214,CTR-2025214,SO-500214,MAT-1006,Palm Fatty Acid Distillate (PFAD),1860.8,Lahad Datu,Lagos,Nigeria,Sea,MT Sabahan Pride,2025-04,2025-04-08,1888.0,,,True,False,27.2,1.46,,False
SHP-700215,CTR-2025215,SO-500215,MAT-1007,Palm Methyl Ester Biodiesel (B100),6630.8,Port Klang,Lagos,Nigeria,Sea,MT Labuan Wave,2026-02,2026-03-07,6557.8,,,True,False,-73.0,-1.1,,False
SHP-700216,CTR-2025216,SO-500216,MAT-1001,Crude Palm Oil (CPO),4927.2,Bintulu,Alexandria,Egypt,Sea,MT Sabahan Pride,2025-04,2025-05-10,4880.2,,,True,False,-47.0,-0.95,,False
SHP-700217,CTR-2025217,SO-500217,MAT-1003,RBD Palm Stearin,4640.4,Pasir Gudang,"West Port, Malaysia",Malaysia,Sea,MT Sabahan Pride,2025-03,2025-03-09,4721.2,,,True,False,80.8,1.74,,False
SHP-700218,CTR-2025218,SO-500218,MAT-1007,Palm Methyl Ester Biodiesel (B100),6227.0,Lahad Datu,Singapore,Singapore,Sea,MT Sabahan Pride,2025-09,2025-10-21,6318.7,LC-90218,2025-09-18,True,True,91.7,1.47,-33.0,False
SHP-700219,CTR-2025219,SO-500219,MAT-1007,Palm Methyl Ester Biodiesel (B100),6498.9,Port Klang,"West Port, Malaysia",Malaysia,Land,,2025-05,,,,,False,False,,,,False
SHP-700220,CTR-2025220,SO-500220,MAT-1008,Palm Kernel Expeller (PKE),2515.1,Lahad Datu,Shanghai,China,Sea,MT Melaka Horizon,2026-04,2026-04-27,2457.2,LC-90220,2026-03-24,True,True,-57.9,-2.3,-34.0,False
SHP-700221,CTR-2025221,SO-500221,MAT-1002,RBD Palm Olein,6762.0,Westport,Karachi,Pakistan,Sea,MT Perak Navigator,2025-10,2025-10-18,6617.2,,,True,False,-144.8,-2.14,,False
SHP-700222,CTR-2025222,SO-500222,MAT-1005,Palm Kernel Oil (PKO),2542.3,Pasir Gudang,Shanghai,China,Sea,MT Selangor Star,2025-01,2025-02-17,2481.0,,,True,False,-61.3,-2.41,,False
SHP-700223,CTR-2025223,SO-500223,MAT-1007,Palm Methyl Ester Biodiesel (B100),4823.9,Port Klang,Chennai,India,Sea,MT Perak Navigator,2026-06,2026-07-18,4836.3,,,True,False,12.4,0.26,,False
SHP-700224,CTR-2025224,SO-500224,MAT-1007,Palm Methyl Ester Biodiesel (B100),6723.1,Bintulu,Kandla,India,Sea,MT Selangor Star,2026-04,,,,,False,False,,,,False
SHP-700225,CTR-2025225,SO-500225,MAT-1005,Palm Kernel Oil (PKO),1526.6,Westport,Lagos,Nigeria,Sea,MT Sarawak Trader,2025-11,2025-11-13,1526.4,,,True,False,-0.2,-0.01,,False
SHP-700226,CTR-2025226,SO-500226,MAT-1006,Palm Fatty Acid Distillate (PFAD),5003.9,Bintulu,Alexandria,Egypt,Sea,MT Labuan Wave,2025-04,2025-04-10,5082.6,,,True,False,78.7,1.57,,False
SHP-700227,CTR-2025227,SO-500227,MAT-1007,Palm Methyl Ester Biodiesel (B100),3640.8,Lahad Datu,"West Port, Malaysia",Malaysia,Land,,2025-02,2025-02-18,3540.1,,,True,False,-100.7,-2.77,,False
SHP-700228,CTR-2025228,SO-500228,MAT-1005,Palm Kernel Oil (PKO),1747.1,Bintulu,Chittagong,Bangladesh,Sea,MT Selangor Star,2025-06,,,LC-90228,2025-06-04,False,True,,,,False
SHP-700229,CTR-2025229,SO-500229,MAT-1006,Palm Fatty Acid Distillate (PFAD),5023.6,Kuantan,Karachi,Pakistan,Sea,MT Selangor Star,2025-09,2025-10-26,4962.2,LC-90229,2025-10-16,True,True,-61.4,-1.22,-10.0,False
SHP-700230,CTR-2025230,SO-500230,MAT-1008,Palm Kernel Expeller (PKE),5892.8,Bintulu,Karachi,Pakistan,Sea,MT Selangor Star,2025-09,2025-09-06,5911.6,LC-90230,2025-08-20,True,True,18.8,0.32,-17.0,False
SHP-700231,CTR-2025231,SO-500231,MAT-1007,Palm Methyl Ester Biodiesel (B100),7526.2,Lahad Datu,Lagos,Nigeria,Sea,MT Melaka Horizon,2026-04,2026-04-28,7312.1,,,True,False,-214.1,-2.84,,False
SHP-700232,CTR-2025232,SO-500232,MAT-1002,RBD Palm Olein,2467.0,Bintulu,Alexandria,Egypt,Sea,MT Melaka Horizon,2025-04,,,,,False,False,,,,False
