shipment_id,contract_ref,freight_cost_usd_per_mt,port_cost_usd_per_mt,documentation_cost_usd,forwarding_agent,discharge_country,fta_scheme,standard_duty_rate_pct,preferential_duty_rate_pct
SHP-700249,CTR-2025249,77.51,9.24,335.41,Agent Alpha Logistics,India,AIFTA,9.7,5.3
SHP-700250,CTR-2025250,34.0,8.99,437.72,Agent Gamma Shipping,Turkey,,9.3,9.3
SHP-700251,CTR-2025251,46.97,11.16,188.43,Agent Beta Freight,Saudi Arabia,,10.0,10.0
SHP-700252,CTR-2025252,54.24,9.81,372.57,Agent Beta Freight,USA,,12.5,12.5
SHP-700253,CTR-2025253,83.16,5.41,554.37,Agent Beta Freight,Nigeria,,7.9,7.9
SHP-700254,CTR-2025254,83.26,9.17,539.25,Agent Beta Freight,Pakistan,MPCEPA-like,13.3,3.3
SHP-700255,CTR-2025255,45.84,4.6,263.04,Agent Alpha Logistics,Singapore,AFTA,5.9,2.4
SHP-700256,CTR-2025256,45.84,4.21,407.53,Agent Beta Freight,Sri Lanka,,6.6,6.6
SHP-700257,CTR-2025257,53.72,6.12,490.56,Agent Beta Freight,India,AIFTA,12.0,7.8
SHP-700258,CTR-2025258,46.58,9.7,305.53,Agent Gamma Shipping,India,AIFTA,4.8,1.3
SHP-700259,CTR-2025259,77.5,5.22,536.44,Agent Gamma Shipping,China,ACFTA,3.8,1.0
SHP-700260,CTR-2025260,66.2,5.28,444.95,Agent Alpha Logistics,China,ACFTA,9.7,4.5
SHP-700261,CTR-2025261,40.16,10.78,462.36,Agent Beta Freight,Saudi Arabia,,6.7,6.7
SHP-700262,CTR-2025262,26.05,6.35,394.57,Agent Alpha Logistics,Saudi Arabia,,7.2,7.2
SHP-700263,CTR-2025263,29.73,10.11,511.45,Agent Beta Freight,India,AIFTA,5.6,3.0
SHP-700264,CTR-2025264,61.52,9.67,309.99,Agent Gamma Shipping,Turkey,,10.9,10.9
SHP-700265,CTR-2025265,77.58,5.65,320.53,Agent Beta Freight,China,ACFTA,9.9,5.7
SHP-700266,CTR-2025266,44.68,7.13,395.29,Agent Gamma Shipping,Pakistan,MPCEPA-like,12.8,8.5
SHP-700267,CTR-2025267,68.0,11.13,469.01,Agent Alpha Logistics,Malaysia,Domestic,4.2,1.3
SHP-700268,CTR-2025268,78.54,10.71,190.2,Agent Beta Freight,Saudi Arabia,,8.0,8.0
SHP-700269,CTR-2025269,53.46,5.08,183.99,Agent Alpha Logistics,China,ACFTA,6.5,3.8
SHP-700270,CTR-2025270,78.79,6.85,190.34,Agent Alpha Logistics,Nigeria,,10.2,10.2
SHP-700271,CTR-2025271,46.93,3.81,513.27,Agent Alpha Logistics,Turkey,,14.5,14.5
SHP-700272,CTR-2025272,54.88,5.01,305.07,Agent Gamma Shipping,USA,,14.2,14.2
SHP-700273,CTR-2025273,35.46,8.07,257.16,Agent Beta Freight,China,ACFTA,14.3,2.9
SHP-700274,CTR-2025274,86.0,4.54,537.83,Agent Alpha Logistics,India,AIFTA,4.4,2.1
SHP-700275,CTR-2025275,56.01,11.95,183.33,Agent Gamma Shipping,Bangladesh,,11.2,11.2
SHP-700276,CTR-2025276,89.53,6.67,286.94,Agent Alpha Logistics,Malaysia,Domestic,6.4,3.1
SHP-700277,CTR-2025277,30.62,3.01,407.54,Agent Alpha Logistics,India,AIFTA,8.4,5.2
SHP-700278,CTR-2025278,89.95,5.58,223.83,Agent Gamma Shipping,India,AIFTA,6.4,1.8
SHP-700279,CTR-2025279,43.54,10.14,254.53,Agent Alpha Logistics,China,ACFTA,13.9,9.6
SHP-700280,CTR-2025280,82.28,5.95,436.25,Agent Alpha Logistics,India,AIFTA,4.4,2.8
SHP-700281,CTR-2025281,35.71,6.87,354.04,Agent Gamma Shipping,Pakistan,MPCEPA-like,6.4,3.6
SHP-700282,CTR-2025282,89.3,3.49,376.41,Agent Alpha Logistics,China,ACFTA,7.3,3.2
SHP-700283,CTR-2025283,45.54,9.56,512.29,Agent Beta Freight,India,AIFTA,13.5,9.0
SHP-700284,CTR-2025284,80.29,7.95,329.32,Agent Alpha Logistics,Malaysia,Domestic,12.9,4.5
SHP-700285,CTR-2025285,45.6,7.21,290.78,Agent Beta Freight,Singapore,AFTA,6.4,4.4
SHP-700286,CTR-2025286,31.37,7.74,248.73,Agent Gamma Shipping,Netherlands,EU MFN,3.7,0.9
SHP-700287,CTR-2025287,55.18,6.9,341.84,Agent Alpha Logistics,India,AIFTA,12.6,7.2
SHP-700288,CTR-2025288,46.69,5.85,173.43,Agent Beta Freight,Saudi Arabia,,12.3,12.3
SHP-700289,CTR-2025289,25.83,10.16,256.0,Agent Beta Freight,China,ACFTA,8.7,2.3
SHP-700290,CTR-2025290,85.61,10.74,367.0,Agent Beta Freight,Egypt,,11.5,11.5
SHP-700291,CTR-2025291,58.82,11.78,246.87,Agent Alpha Logistics,Egypt,,14.6,14.6
SHP-700292,CTR-2025292,77.72,4.78,454.24,Agent Beta Freight,Nigeria,,5.6,5.6
SHP-700293,CTR-2025293,51.33,11.38,563.33,Agent Alpha Logistics,Netherlands,EU MFN,4.1,1.9
SHP-700294,CTR-2025294,83.77,4.41,221.73,Agent Gamma Shipping,China,ACFTA,7.4,3.8
SHP-700295,CTR-2025295,87.92,11.23,204.52,Agent Gamma Shipping,Sri Lanka,,5.0,5.0
SHP-700296,CTR-2025296,30.55,11.18,337.33,Agent Alpha Logistics,Saudi Arabia,,5.3,5.3
SHP-700297,CTR-2025297,54.18,8.39,252.04,Agent Alpha Logistics,USA,,3.9,3.9
SHP-700298,CTR-2025298,85.55,11.18,297.15,Agent Gamma Shipping,Netherlands,EU MFN,12.4,2.6
SHP-700299,CTR-2025299,65.82,5.48,435.25,Agent Gamma Shipping,USA,,13.9,13.9
SHP-700300,CTR-2025300,29.67,11.18,389.56,Agent Beta Freight,China,ACFTA,14.5,3.5
SHP-700301,CTR-2025301,44.72,6.54,581.09,Agent Gamma Shipping,Pakistan,MPCEPA-like,5.2,2.5
SHP-700302,CTR-2025302,57.7,3.75,303.1,Agent Beta Freight,Bangladesh,,10.4,10.4
SHP-700303,CTR-2025303,80.64,6.91,236.0,Agent Gamma Shipping,Saudi Arabia,,5.3,5.3
SHP-700304,CTR-2025304,74.97,5.39,294.76,Agent Gamma Shipping,China,ACFTA,12.2,3.7
SHP-700305,CTR-2025305,55.26,11.49,243.09,Agent Alpha Logistics,Nigeria,,14.2,14.2
SHP-700306,CTR-2025306,48.28,4.34,555.34,Agent Gamma Shipping,Singapore,AFTA,9.1,3.9
SHP-700307,CTR-2025307,85.45,6.45,513.02,Agent Gamma Shipping,Pakistan,MPCEPA-like,8.9,5.8
SHP-700308,CTR-2025308,25.24,5.88,239.81,Agent Gamma Shipping,China,ACFTA,8.1,2.6
SHP-700309,CTR-2025309,27.46,8.79,173.56,Agent Alpha Logistics,Bangladesh,,6.2,6.2
SHP-700310,CTR-2025310,40.01,10.22,367.38,Agent Beta Freight,Sri Lanka,,13.2,13.2
SHP-700311,CTR-2025311,52.04,11.8,281.34,Agent Gamma Shipping,Pakistan,MPCEPA-like,5.4,1.7
SHP-700312,CTR-2025312,36.23,6.41,426.91,Agent Gamma Shipping,USA,,13.9,13.9
SHP-700313,CTR-2025313,51.78,11.41,404.65,Agent Gamma Shipping,Pakistan,MPCEPA-like,3.6,1.1
SHP-700314,CTR-2025314,65.01,3.36,464.13,Agent Alpha Logistics,Pakistan,MPCEPA-like,7.8,4.1
SHP-700315,CTR-2025315,66.48,5.89,342.2,Agent Beta Freight,Saudi Arabia,,4.1,4.1
SHP-700316,CTR-2025316,33.37,11.53,292.77,Agent Alpha Logistics,Turkey,,8.7,8.7
SHP-700317,CTR-2025317,74.81,7.48,540.22,Agent Alpha Logistics,Malaysia,Domestic,6.7,4.1
SHP-700318,CTR-2025318,68.75,3.42,493.48,Agent Beta Freight,Egypt,,9.8,9.8
SHP-700319,CTR-2025319,33.87,5.06,159.05,Agent Alpha Logistics,Nigeria,,13.6,13.6
SHP-700320,CTR-2025320,73.93,7.26,518.73,Agent Gamma Shipping,China,ACFTA,8.4,1.7
SHP-700321,CTR-2025321,48.39,7.87,580.19,Agent Gamma Shipping,India,AIFTA,11.1,6.1
SHP-700322,CTR-2025322,59.54,6.6,284.17,Agent Beta Freight,Singapore,AFTA,14.4,7.5
SHP-700323,CTR-2025323,33.22,10.58,447.21,Agent Alpha Logistics,Turkey,,7.3,7.3
SHP-700324,CTR-2025324,55.6,4.79,336.0,Agent Beta Freight,China,ACFTA,10.2,2.3
SHP-700325,CTR-2025325,60.53,6.92,497.06,Agent Gamma Shipping,Netherlands,EU MFN,12.0,7.4
SHP-700326,CTR-2025326,27.52,4.75,570.67,Agent Alpha Logistics,Saudi Arabia,,9.4,9.4
SHP-700327,CTR-2025327,79.27,10.58,343.25,Agent Alpha Logistics,Nigeria,,6.6,6.6
SHP-700328,CTR-2025328,55.6,4.42,576.11,Agent Beta Freight,USA,,3.4,3.4
SHP-700329,CTR-2025329,40.65,5.16,567.83,Agent Gamma Shipping,Egypt,,4.0,4.0
SHP-700330,CTR-2025330,62.68,9.0,305.53,Agent Beta Freight,Bangladesh,,13.9,13.9
SHP-700331,CTR-2025331,65.4,3.35,524.06,Agent Gamma Shipping,Nigeria,,5.2,5.2
SHP-700332,CTR-2025332,74.84,6.16,150.11,Agent Gamma Shipping,China,ACFTA,7.5,3.5
SHP-700333,CTR-2025333,40.68,4.87,275.85,Agent Beta Freight,India,AIFTA,6.0,3.6
SHP-700334,CTR-2025334,37.45,7.54,185.34,Agent Alpha Logistics,India,AIFTA,13.4,4.3
SHP-700335,CTR-2025335,48.17,9.73,517.56,Agent Alpha Logistics,USA,,9.6,9.6
SHP-700336,CTR-2025336,87.37,10.13,168.03,Agent Beta Freight,China,ACFTA,10.2,4.6
SHP-700337,CTR-2025337,88.98,6.45,450.02,Agent Gamma Shipping,Nigeria,,4.8,4.8
SHP-700338,CTR-2025338,43.48,8.27,526.25,Agent Beta Freight,India,AIFTA,10.0,4.2
SHP-700339,CTR-2025339,42.22,7.04,448.63,Agent Alpha Logistics,USA,,9.5,9.5
SHP-700340,CTR-2025340,75.96,6.55,569.69,Agent Beta Freight,India,AIFTA,10.8,3.0
SHP-700341,CTR-2025341,49.9,9.57,242.33,Agent Gamma Shipping,Bangladesh,,3.2,3.2
SHP-700342,CTR-2025342,56.66,10.9,568.44,Agent Gamma Shipping,Nigeria,,9.3,9.3
SHP-700343,CTR-2025343,56.45,7.41,261.13,Agent Alpha Logistics,Malaysia,Domestic,4.4,2.6
SHP-700344,CTR-2025344,83.47,11.2,454.69,Agent Beta Freight,China,ACFTA,14.3,6.6
SHP-700345,CTR-2025345,75.6,4.18,373.9,Agent Beta Freight,Netherlands,EU MFN,10.2,2.2
SHP-700346,CTR-2025346,35.06,4.65,430.43,Agent Gamma Shipping,China,ACFTA,7.4,3.1
SHP-700347,CTR-2025347,29.84,7.53,408.29,Agent Gamma Shipping,Sri Lanka,,5.2,5.2
SHP-700348,CTR-2025348,66.43,8.01,301.02,Agent Alpha Logistics,Saudi Arabia,,11.9,11.9
SHP-700349,CTR-2025349,74.73,6.89,158.26,Agent Alpha Logistics,Malaysia,Domestic,8.8,4.6
SHP-700350,CTR-2025350,67.51,8.57,188.61,Agent Alpha Logistics,Sri Lanka,,6.7,6.7
SHP-700351,CTR-2025351,30.91,11.31,310.53,Agent Gamma Shipping,China,ACFTA,11.3,3.0
SHP-700352,CTR-2025352,63.51,10.52,256.48,Agent Beta Freight,Bangladesh,,3.5,3.5
SHP-700353,CTR-2025353,82.83,3.08,581.56,Agent Gamma Shipping,Nigeria,,5.4,5.4
SHP-700354,CTR-2025354,64.87,5.36,260.14,Agent Gamma Shipping,Malaysia,Domestic,3.8,0.8
SHP-700355,CTR-2025355,82.3,6.74,333.62,Agent Alpha Logistics,Pakistan,MPCEPA-like,11.6,7.6
SHP-700356,CTR-2025356,37.43,7.65,179.62,Agent Alpha Logistics,China,ACFTA,13.9,8.4
SHP-700357,CTR-2025357,70.02,8.15,205.12,Agent Alpha Logistics,Turkey,,13.9,13.9
SHP-700358,CTR-2025358,59.71,10.92,181.71,Agent Gamma Shipping,China,ACFTA,7.9,3.5
SHP-700359,CTR-2025359,43.08,5.92,277.2,Agent Beta Freight,Saudi Arabia,,14.3,14.3
SHP-700360,CTR-2025360,54.96,9.04,482.34,Agent Beta Freight,India,AIFTA,4.9,2.2
SHP-700361,CTR-2025361,81.35,8.64,575.6,Agent Beta Freight,Netherlands,EU MFN,11.0,2.9
SHP-700362,CTR-2025362,33.62,9.97,570.12,Agent Beta Freight,USA,,6.2,6.2
SHP-700363,CTR-2025363,71.8,9.78,349.37,Agent Gamma Shipping,Turkey,,5.6,5.6
SHP-700364,CTR-2025364,65.16,9.93,550.6,Agent Alpha Logistics,Pakistan,MPCEPA-like,4.2,2.9
SHP-700365,CTR-2025365,42.57,10.4,291.5,Agent Alpha Logistics,Netherlands,EU MFN,9.2,4.0
SHP-700366,CTR-2025366,62.76,9.57,464.69,Agent Beta Freight,China,ACFTA,7.9,4.1
SHP-700367,CTR-2025367,71.22,3.47,356.21,Agent Gamma Shipping,Bangladesh,,13.3,13.3
SHP-700368,CTR-2025368,42.06,5.18,549.07,Agent Beta Freight,Turkey,,8.8,8.8
SHP-700369,CTR-2025369,49.59,9.75,364.23,Agent Beta Freight,Bangladesh,,4.2,4.2
SHP-700370,CTR-2025370,89.46,9.93,255.13,Agent Gamma Shipping,Singapore,AFTA,5.5,2.5
SHP-700371,CTR-2025371,51.62,10.02,252.65,Agent Beta Freight,USA,,12.3,12.3
SHP-700372,CTR-2025372,84.94,8.33,375.87,Agent Alpha Logistics,Turkey,,7.6,7.6
SHP-700373,CTR-2025373,64.33,8.04,377.22,Agent Gamma Shipping,Sri Lanka,,8.8,8.8
SHP-700374,CTR-2025374,36.47,10.31,494.77,Agent Beta Freight,Malaysia,Domestic,9.5,2.5
SHP-700375,CTR-2025375,85.61,11.53,383.28,Agent Alpha Logistics,India,AIFTA,7.4,2.0
SHP-700376,CTR-2025376,32.32,11.41,332.99,Agent Gamma Shipping,India,AIFTA,5.2,1.7
SHP-700377,CTR-2025377,49.91,10.15,226.85,Agent Beta Freight,USA,,8.5,8.5
SHP-700378,CTR-2025378,42.37,7.58,404.59,Agent Beta Freight,India,AIFTA,4.8,2.4
SHP-700379,CTR-2025379,71.46,11.44,575.73,Agent Alpha Logistics,Sri Lanka,,13.9,13.9
SHP-700380,CTR-2025380,40.91,4.18,552.79,Agent Gamma Shipping,USA,,6.6,6.6
SHP-700381,CTR-2025381,88.18,10.73,340.51,Agent Beta Freight,China,ACFTA,4.3,2.9
SHP-700382,CTR-2025382,25.61,6.98,394.75,Agent Alpha Logistics,Bangladesh,,3.6,3.6
SHP-700383,CTR-2025383,47.01,7.26,447.86,Agent Alpha Logistics,Malaysia,Domestic,10.4,6.6
SHP-700384,CTR-2025384,53.21,10.37,203.89,Agent Beta Freight,Sri Lanka,,13.9,13.9
SHP-700385,CTR-2025385,59.58,5.56,450.85,Agent Beta Freight,Turkey,,3.6,3.6
SHP-700386,CTR-2025386,81.08,4.47,561.45,Agent Gamma Shipping,China,ACFTA,12.7,8.0
SHP-700387,CTR-2025387,42.24,11.14,398.55,Agent Alpha Logistics,USA,,6.8,6.8
SHP-700388,CTR-2025388,28.28,3.39,265.33,Agent Alpha Logistics,India,AIFTA,11.6,4.9
SHP-700389,CTR-2025389,37.38,9.03,512.65,Agent Gamma Shipping,Nigeria,,3.0,3.0
SHP-700390,CTR-2025390,30.15,4.72,309.75,Agent Beta Freight,China,ACFTA,7.6,3.4
SHP-700391,CTR-2025391,45.85,11.68,160.54,Agent Gamma Shipping,USA,,10.7,10.7
SHP-700392,CTR-2025392,52.96,10.88,491.27,Agent Gamma Shipping,Netherlands,EU MFN,6.6,1.6
SHP-700393,CTR-2025393,64.39,8.13,213.22,Agent Gamma Shipping,Egypt,,3.6,3.6
SHP-700394,CTR-2025394,65.47,4.87,395.2,Agent Gamma Shipping,Turkey,,9.0,9.0
SHP-700395,CTR-2025395,43.43,11.54,475.07,Agent Gamma Shipping,Egypt,,13.1,13.1
SHP-700396,CTR-2025396,30.07,3.96,222.32,Agent Alpha Logistics,Saudi Arabia,,8.9,8.9
SHP-700397,CTR-2025397,88.59,4.43,437.72,Agent Beta Freight,Malaysia,Domestic,8.8,3.4
SHP-700398,CTR-2025398,33.39,6.87,549.49,Agent Alpha Logistics,Sri Lanka,,6.3,6.3
SHP-700399,CTR-2025399,27.64,11.22,283.91,Agent Gamma Shipping,Nigeria,,13.0,13.0
SHP-700400,CTR-2025400,76.3,3.28,386.97,Agent Alpha Logistics,Bangladesh,,14.6,14.6
SHP-700401,CTR-2025401,44.71,6.26,595.21,Agent Beta Freight,Sri Lanka,,3.8,3.8
SHP-700402,CTR-2025402,27.55,8.89,577.01,Agent Beta Freight,Turkey,,8.3,8.3
SHP-700403,CTR-2025403,40.99,7.79,466.29,Agent Gamma Shipping,Turkey,,8.8,8.8
SHP-700404,CTR-2025404,29.42,4.74,482.17,Agent Beta Freight,USA,,5.6,5.6
SHP-700405,CTR-2025405,37.29,8.16,573.98,Agent Beta Freight,India,AIFTA,5.6,3.5
SHP-700406,CTR-2025406,58.7,6.17,270.83,Agent Gamma Shipping,China,ACFTA,5.8,1.3
SHP-700407,CTR-2025407,67.53,7.8,462.24,Agent Alpha Logistics,India,AIFTA,14.3,5.7
SHP-700408,CTR-2025408,56.81,7.61,354.73,Agent Alpha Logistics,USA,,6.2,6.2
SHP-700409,CTR-2025409,55.6,9.36,168.99,Agent Gamma Shipping,Malaysia,Domestic,14.3,5.2
SHP-700410,CTR-2025410,57.26,7.9,593.22,Agent Alpha Logistics,China,ACFTA,5.0,2.9
SHP-700411,CTR-2025411,86.48,4.77,467.02,Agent Gamma Shipping,Nigeria,,13.5,13.5
SHP-700412,CTR-2025412,54.5,7.87,317.94,Agent Gamma Shipping,India,AIFTA,13.2,5.8
SHP-700413,CTR-2025413,57.06,8.21,453.38,Agent Gamma Shipping,Pakistan,MPCEPA-like,5.3,3.4
SHP-700414,CTR-2025414,66.16,3.9,204.43,Agent Alpha Logistics,Saudi Arabia,,10.3,10.3
SHP-700415,CTR-2025415,30.12,7.75,414.96,Agent Alpha Logistics,Bangladesh,,7.8,7.8
SHP-700416,CTR-2025416,30.8,6.88,594.2,Agent Beta Freight,Bangladesh,,5.1,5.1
SHP-700417,CTR-2025417,61.47,9.19,192.63,Agent Gamma Shipping,Bangladesh,,6.9,6.9
SHP-700418,CTR-2025418,88.43,5.58,442.44,Agent Gamma Shipping,Sri Lanka,,8.1,8.1
SHP-700419,CTR-2025419,26.61,10.29,177.72,Agent Gamma Shipping,China,ACFTA,9.4,3.2
