shipment_id,contract_ref,counterparty_name,product,discharge_port,lc_number,payment_terms_id,k2_flag,k2_chit_flag,customs_release_flag,customs_official_receipt_flag,certificate_of_origin_flag,bill_of_lading_flag,shipment_tender_flag,loi_flag,has_hs_code,limit_utilisation_pct,risk_score,rag
SHP-700146,CTR-2025146,Chittagong Specialty Chemicals,Anionic Surfactant,Karachi,,TT advance,Y,Y,Y,Y,N,Y,Y,Y,True,,1,Green
SHP-700147,CTR-2025147,Istanbul Kimya Sanayi,Anionic Surfactant,Guangzhou,LC-90147,LC at sight,Y,N,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700148,CTR-2025148,Colombo Chemtrade,2-Ethylhexanol (Oxo Alcohol),Chittagong,LC-90148,LC at sight,Y,Y,N,Y,N,Y,Y,N,True,,1,Green
SHP-700149,CTR-2025149,Chittagong Specialty Chemicals,2-Ethylhexanol (Oxo Alcohol),Lagos,LC-90149,LC 90 days,Y,N,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700150,CTR-2025150,Meridian Specialty Chemicals Pvt Ltd,Highly Reactive Polyisobutene (HR-PIB),Chennai,LC-90150,LC 90 days,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700151,CTR-2025151,Istanbul Kimya Sanayi,Highly Reactive Polyisobutene (HR-PIB),Karachi,,TT 30 days,Y,N,Y,Y,N,Y,Y,Y,True,,2,Amber
SHP-700152,CTR-2025152,California Advanced Materials Inc,2-Ethylhexanoic Acid (2-EHA),Colombo,LC-90152,LC at sight,Y,Y,Y,N,N,N,Y,N,False,,3,Amber
SHP-700153,CTR-2025153,Meridian Specialty Chemicals Pvt Ltd,Highly Reactive Polyisobutene (HR-PIB),Alexandria,LC-90153,LC 90 days,Y,Y,Y,N,Y,Y,Y,Y,True,,0,Green
SHP-700154,CTR-2025154,Meridian Specialty Chemicals Pvt Ltd,2-Ethylhexanoic Acid (2-EHA),Karachi,,TT advance,N,Y,Y,Y,Y,Y,Y,Y,False,,2,Amber
SHP-700155,CTR-2025155,EuroChem Amsterdam,Crop Protection Herbicide Formulation,Colombo,,TT 30 days,Y,Y,Y,Y,Y,N,Y,N,True,,1,Green
SHP-700156,CTR-2025156,Lagos Industrial Chemicals Ltd,2-Ethylhexanoic Acid (2-EHA),Rotterdam,,TT 30 days,Y,Y,Y,Y,Y,Y,Y,Y,False,,1,Green
SHP-700157,CTR-2025157,Nile Delta Industrial Chemicals,Thermoplastic Polyurethane (TPU),Colombo,,TT 30 days,Y,Y,Y,Y,N,N,Y,Y,True,,2,Amber
SHP-700158,CTR-2025158,Chittagong Specialty Chemicals,2-Ethylhexanol (Oxo Alcohol),Chittagong,,TT advance,N,Y,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700159,CTR-2025159,California Advanced Materials Inc,Highly Reactive Polyisobutene (HR-PIB),Chittagong,LC-90159,LC 90 days,Y,N,Y,Y,Y,Y,Y,Y,True,,1,Green
SHP-700160,CTR-2025160,Meridian Specialty Chemicals Pvt Ltd,Crop Protection Herbicide Formulation,Jeddah,LC-90160,LC 90 days,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700161,CTR-2025161,Colombo Chemtrade,Anionic Surfactant,Jeddah,LC-90161,LC 90 days,Y,N,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700162,CTR-2025162,Meridian Specialty Chemicals Pvt Ltd,Crop Protection Herbicide Formulation,Karachi,,TT 30 days,N,N,N,Y,Y,Y,Y,Y,True,,2,Amber
SHP-700163,CTR-2025163,Colombo Chemtrade,Highly Reactive Polyisobutene (HR-PIB),Singapore,,TT advance,Y,Y,Y,Y,Y,N,Y,N,True,,1,Green
SHP-700164,CTR-2025164,Jeddah Petrochemicals Co,Crop Protection Herbicide Formulation,Karachi,LC-90164,LC at sight,N,Y,Y,Y,Y,Y,N,Y,True,,1,Green
SHP-700165,CTR-2025165,Karachi Polymer Co.,Acrylic Acid,Lagos,,TT 60 days,N,Y,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700166,CTR-2025166,California Advanced Materials Inc,Anionic Surfactant,Guangzhou,LC-90166,LC 90 days,Y,Y,Y,N,Y,Y,Y,N,True,45.2,0,Green
SHP-700167,CTR-2025167,California Advanced Materials Inc,Crop Protection Herbicide Formulation,Istanbul,,TT 30 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700168,CTR-2025168,Nile Delta Industrial Chemicals,2-Ethylhexanol (Oxo Alcohol),Chittagong,,TT advance,N,Y,Y,N,Y,Y,Y,N,True,,1,Green
SHP-700169,CTR-2025169,Rotterdam ChemTrade BV,Crop Protection Herbicide Formulation,Chittagong,,TT advance,Y,Y,N,Y,N,Y,Y,N,True,,1,Green
SHP-700170,CTR-2025170,PT Nusantara Polymer,Crop Protection Herbicide Formulation,Chittagong,,TT 60 days,N,Y,N,Y,Y,Y,Y,N,True,,1,Green
SHP-700171,CTR-2025171,Karachi Polymer Co.,Crop Protection Herbicide Formulation,Colombo,,TT advance,Y,Y,N,Y,Y,Y,Y,N,True,,0,Green
SHP-700172,CTR-2025172,Colombo Chemtrade,2-Ethylhexanol (Oxo Alcohol),Colombo,,TT advance,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700173,CTR-2025173,Guangzhou Performance Materials Ltd,2-Ethylhexanol (Oxo Alcohol),Jeddah,LC-90173,LC at sight,Y,N,Y,Y,Y,N,Y,N,True,,2,Amber
SHP-700174,CTR-2025174,Shanghai Huifeng Chemicals,Battery-Grade Lithium Hydroxide,Rotterdam,,TT advance,Y,Y,Y,Y,Y,Y,Y,N,False,,1,Green
SHP-700175,CTR-2025175,Nile Delta Industrial Chemicals,Thermoplastic Polyurethane (TPU),Karachi,LC-90175,LC 90 days,N,Y,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700176,CTR-2025176,Istanbul Kimya Sanayi,2-Ethylhexanoic Acid (2-EHA),Colombo,LC-90176,LC 90 days,Y,N,Y,Y,Y,Y,Y,N,False,22.3,2,Amber
SHP-700177,CTR-2025177,Chittagong Specialty Chemicals,Crop Protection Herbicide Formulation,Karachi,,TT 30 days,Y,Y,Y,N,Y,Y,Y,N,True,,0,Green
SHP-700178,CTR-2025178,Istanbul Kimya Sanayi,2-Ethylhexanoic Acid (2-EHA),Jeddah,,TT 30 days,N,Y,Y,N,Y,Y,Y,Y,False,5.4,2,Amber
SHP-700179,CTR-2025179,PT Nusantara Polymer,Anionic Surfactant,Lagos,LC-90179,LC at sight,Y,Y,N,Y,N,Y,Y,Y,True,,1,Green
SHP-700180,CTR-2025180,Shanghai Huifeng Chemicals,Thermoplastic Polyurethane (TPU),Karachi,LC-90180,LC at sight,N,Y,N,Y,Y,N,N,Y,True,10.4,2,Amber
SHP-700181,CTR-2025181,Rotterdam ChemTrade BV,Crop Protection Herbicide Formulation,Singapore,LC-90181,LC at sight,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700182,CTR-2025182,Jeddah Petrochemicals Co,Crop Protection Herbicide Formulation,Rotterdam,,TT 30 days,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700183,CTR-2025183,Ganga Polymer Traders,2-Ethylhexanol (Oxo Alcohol),Jeddah,,TT advance,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700184,CTR-2025184,Guangzhou Performance Materials Ltd,2-Ethylhexanoic Acid (2-EHA),Colombo,,TT 30 days,N,Y,Y,N,Y,Y,Y,N,False,,2,Amber
SHP-700185,CTR-2025185,EuroChem Amsterdam,Highly Reactive Polyisobutene (HR-PIB),Los Angeles,,TT advance,N,Y,Y,Y,N,Y,Y,N,True,,2,Amber
SHP-700186,CTR-2025186,EuroChem Amsterdam,2-Ethylhexanoic Acid (2-EHA),Karachi,,TT advance,Y,Y,Y,Y,N,Y,Y,Y,False,,2,Amber
SHP-700187,CTR-2025187,Rotterdam ChemTrade BV,Highly Reactive Polyisobutene (HR-PIB),Lagos,,TT advance,Y,N,Y,Y,N,Y,Y,Y,True,,2,Amber
SHP-700188,CTR-2025188,Chittagong Specialty Chemicals,Highly Reactive Polyisobutene (HR-PIB),Los Angeles,,TT advance,N,Y,Y,Y,Y,Y,Y,Y,True,57.1,1,Green
SHP-700189,CTR-2025189,Istanbul Kimya Sanayi,Highly Reactive Polyisobutene (HR-PIB),Istanbul,,TT 60 days,Y,Y,Y,Y,Y,N,Y,N,True,,1,Green
SHP-700190,CTR-2025190,Jeddah Petrochemicals Co,2-Ethylhexanoic Acid (2-EHA),Istanbul,LC-90190,LC 90 days,Y,Y,Y,Y,Y,Y,N,N,False,,1,Green
SHP-700191,CTR-2025191,PT Nusantara Polymer,Thermoplastic Polyurethane (TPU),Chennai,LC-90191,LC at sight,Y,Y,Y,N,Y,Y,Y,N,True,112.1,1,Green
SHP-700192,CTR-2025192,Jeddah Petrochemicals Co,2-Ethylhexanoic Acid (2-EHA),Lagos,LC-90192,LC 90 days,N,N,Y,Y,Y,Y,Y,N,False,,3,Amber
SHP-700193,CTR-2025193,Meridian Specialty Chemicals Pvt Ltd,Battery-Grade Lithium Hydroxide,Colombo,,TT 60 days,Y,Y,Y,Y,Y,Y,Y,Y,False,,1,Green
SHP-700194,CTR-2025194,Colombo Chemtrade,Highly Reactive Polyisobutene (HR-PIB),Chennai,LC-90194,LC 90 days,N,N,Y,Y,N,Y,Y,N,True,,3,Amber
SHP-700195,CTR-2025195,Rotterdam ChemTrade BV,Anionic Surfactant,Karachi,LC-90195,LC 90 days,Y,Y,Y,N,Y,Y,Y,N,True,,0,Green
SHP-700196,CTR-2025196,Istanbul Kimya Sanayi,Crop Protection Herbicide Formulation,Colombo,LC-90196,LC at sight,Y,N,Y,Y,Y,Y,Y,N,True,118.4,2,Amber
SHP-700197,CTR-2025197,Nile Delta Industrial Chemicals,Thermoplastic Polyurethane (TPU),"West Port, Malaysia",,TT advance,Y,N,N,Y,N/A,Y,Y,Y,True,,1,Green
SHP-700198,CTR-2025198,Karachi Polymer Co.,Battery-Grade Lithium Hydroxide,Karachi,,TT advance,Y,Y,Y,Y,Y,Y,Y,Y,False,,1,Green
SHP-700199,CTR-2025199,PT Nusantara Polymer,Anionic Surfactant,Guangzhou,,TT 60 days,N,Y,N,Y,Y,N,Y,N,True,,2,Amber
SHP-700200,CTR-2025200,Colombo Chemtrade,Thermoplastic Polyurethane (TPU),Jeddah,LC-90200,LC at sight,Y,N,Y,N,Y,Y,Y,Y,True,,1,Green
SHP-700201,CTR-2025201,Karachi Polymer Co.,Highly Reactive Polyisobutene (HR-PIB),Alexandria,LC-90201,LC 90 days,N,Y,Y,Y,Y,Y,Y,Y,True,,1,Green
SHP-700202,CTR-2025202,Colombo Chemtrade,Acrylic Acid,Kandla,LC-90202,LC 90 days,Y,Y,N,Y,N,Y,Y,N,True,,1,Green
SHP-700203,CTR-2025203,Jeddah Petrochemicals Co,Crop Protection Herbicide Formulation,Alexandria,LC-90203,LC 90 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700204,CTR-2025204,Karachi Polymer Co.,Thermoplastic Polyurethane (TPU),Shanghai,LC-90204,LC 90 days,Y,Y,N,Y,N,Y,Y,N,True,,1,Green
SHP-700205,CTR-2025205,Istanbul Kimya Sanayi,Acrylic Acid,"West Port, Malaysia",LC-90205,LC at sight,Y,Y,Y,Y,N/A,N,Y,N,True,,1,Green
SHP-700206,CTR-2025206,Guangzhou Performance Materials Ltd,Highly Reactive Polyisobutene (HR-PIB),Chittagong,,TT 60 days,N,Y,Y,N,Y,Y,Y,N,True,,1,Green
SHP-700207,CTR-2025207,PT Nusantara Polymer,2-Ethylhexanol (Oxo Alcohol),Istanbul,,TT advance,Y,Y,Y,N,Y,N,Y,N,True,140.0,2,Amber
SHP-700208,CTR-2025208,Rotterdam ChemTrade BV,Battery-Grade Lithium Hydroxide,"West Port, Malaysia",LC-90208,LC at sight,Y,Y,Y,Y,N,Y,Y,N,False,71.2,2,Amber
SHP-700209,CTR-2025209,Ganga Polymer Traders,Crop Protection Herbicide Formulation,Chennai,LC-90209,LC at sight,Y,Y,N,Y,N,Y,Y,N,True,,1,Green
SHP-700210,CTR-2025210,Meridian Specialty Chemicals Pvt Ltd,2-Ethylhexanol (Oxo Alcohol),Singapore,,TT 30 days,N,Y,Y,Y,N,Y,Y,N,True,,2,Amber
SHP-700211,CTR-2025211,Guangzhou Performance Materials Ltd,Anionic Surfactant,Lagos,,TT 30 days,Y,Y,Y,Y,N,Y,Y,Y,True,,1,Green
SHP-700212,CTR-2025212,Lagos Industrial Chemicals Ltd,Battery-Grade Lithium Hydroxide,Lagos,,TT 30 days,Y,Y,Y,Y,Y,Y,Y,Y,False,,1,Green
SHP-700213,CTR-2025213,Nile Delta Industrial Chemicals,Acrylic Acid,Alexandria,,TT 60 days,Y,Y,N,Y,Y,Y,Y,N,True,,0,Green
SHP-700214,CTR-2025214,Jeddah Petrochemicals Co,2-Ethylhexanol (Oxo Alcohol),"West Port, Malaysia",,TT 30 days,Y,Y,Y,Y,N,Y,Y,N,True,,1,Green
SHP-700215,CTR-2025215,Chittagong Specialty Chemicals,Battery-Grade Lithium Hydroxide,Singapore,LC-90215,LC 90 days,Y,N,N,Y,N,Y,Y,Y,False,63.2,3,Amber
SHP-700216,CTR-2025216,Nile Delta Industrial Chemicals,Battery-Grade Lithium Hydroxide,"West Port, Malaysia",,TT advance,Y,Y,Y,Y,N/A,Y,Y,N,False,,1,Green
SHP-700217,CTR-2025217,Nile Delta Industrial Chemicals,Crop Protection Herbicide Formulation,Shanghai,LC-90217,LC 90 days,Y,N,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700218,CTR-2025218,Meridian Specialty Chemicals Pvt Ltd,2-Ethylhexanoic Acid (2-EHA),Karachi,,TT 30 days,Y,Y,Y,Y,Y,Y,Y,N,False,25.8,1,Green
SHP-700219,CTR-2025219,EuroChem Amsterdam,Thermoplastic Polyurethane (TPU),Shanghai,,TT 30 days,Y,Y,Y,N,N,Y,Y,N,True,,1,Green
SHP-700220,CTR-2025220,Meridian Specialty Chemicals Pvt Ltd,Battery-Grade Lithium Hydroxide,Chennai,,TT advance,N,Y,Y,Y,N,Y,Y,N,False,,3,Amber
SHP-700221,CTR-2025221,California Advanced Materials Inc,Battery-Grade Lithium Hydroxide,Kandla,,TT advance,Y,Y,N,Y,N,Y,N,N,False,,2,Amber
SHP-700222,CTR-2025222,Karachi Polymer Co.,Thermoplastic Polyurethane (TPU),Lagos,,TT 30 days,N,Y,N,Y,Y,N,Y,N,True,,2,Amber
SHP-700223,CTR-2025223,Karachi Polymer Co.,Anionic Surfactant,Alexandria,,TT advance,Y,Y,Y,Y,N,Y,N,N,True,,1,Green
SHP-700224,CTR-2025224,Shanghai Huifeng Chemicals,Battery-Grade Lithium Hydroxide,"West Port, Malaysia",,TT 60 days,Y,Y,Y,Y,N/A,N,Y,Y,False,,2,Amber
SHP-700225,CTR-2025225,Shanghai Huifeng Chemicals,Thermoplastic Polyurethane (TPU),Chittagong,LC-90225,LC 90 days,Y,Y,N,Y,Y,Y,N,Y,True,,0,Green
SHP-700226,CTR-2025226,Guangzhou Performance Materials Ltd,Anionic Surfactant,Karachi,LC-90226,LC at sight,Y,Y,Y,N,Y,Y,Y,N,True,,0,Green
SHP-700227,CTR-2025227,California Advanced Materials Inc,Crop Protection Herbicide Formulation,Karachi,LC-90227,LC 90 days,N,N,Y,Y,N,N,N,Y,True,,4,Red
SHP-700228,CTR-2025228,Meridian Specialty Chemicals Pvt Ltd,Battery-Grade Lithium Hydroxide,Lagos,,TT advance,Y,Y,Y,Y,N,Y,Y,Y,False,,2,Amber
SHP-700229,CTR-2025229,California Advanced Materials Inc,2-Ethylhexanoic Acid (2-EHA),Alexandria,,TT advance,Y,Y,Y,Y,N,Y,Y,Y,False,95.6,3,Amber
SHP-700230,CTR-2025230,Karachi Polymer Co.,2-Ethylhexanoic Acid (2-EHA),Alexandria,LC-90230,LC 90 days,N,Y,Y,Y,Y,Y,Y,N,False,,2,Amber
SHP-700231,CTR-2025231,Ganga Polymer Traders,Anionic Surfactant,Lagos,LC-90231,LC at sight,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700232,CTR-2025232,Shanghai Huifeng Chemicals,Crop Protection Herbicide Formulation,Lagos,LC-90232,LC 90 days,Y,Y,Y,Y,Y,Y,Y,Y,True,20.3,0,Green
SHP-700233,CTR-2025233,Chittagong Specialty Chemicals,Anionic Surfactant,Kandla,,TT 30 days,Y,Y,Y,N,Y,N,N,Y,True,,1,Green
SHP-700234,CTR-2025234,Nile Delta Industrial Chemicals,Crop Protection Herbicide Formulation,Los Angeles,,TT 30 days,Y,Y,Y,Y,N,Y,Y,Y,True,,1,Green
SHP-700235,CTR-2025235,Istanbul Kimya Sanayi,Crop Protection Herbicide Formulation,Guangzhou,,TT 30 days,Y,Y,Y,Y,Y,Y,Y,N,True,140.0,1,Green
SHP-700236,CTR-2025236,Shanghai Huifeng Chemicals,Anionic Surfactant,Alexandria,,TT 60 days,Y,Y,Y,Y,N,Y,Y,Y,True,,1,Green
SHP-700237,CTR-2025237,Shanghai Huifeng Chemicals,Anionic Surfactant,"West Port, Malaysia",,TT 60 days,Y,N,N,Y,N,Y,N,Y,True,,2,Amber
SHP-700238,CTR-2025238,Shanghai Huifeng Chemicals,2-Ethylhexanol (Oxo Alcohol),Jeddah,LC-90238,LC 90 days,Y,Y,Y,Y,Y,Y,N,N,True,,0,Green
SHP-700239,CTR-2025239,EuroChem Amsterdam,2-Ethylhexanol (Oxo Alcohol),Karachi,,TT 60 days,N,Y,Y,N,Y,Y,Y,N,True,,1,Green
SHP-700240,CTR-2025240,Colombo Chemtrade,Highly Reactive Polyisobutene (HR-PIB),Guangzhou,LC-90240,LC 90 days,N,Y,Y,Y,Y,Y,N,N,True,46.2,1,Green
SHP-700241,CTR-2025241,Karachi Polymer Co.,Highly Reactive Polyisobutene (HR-PIB),Chennai,,TT advance,Y,Y,N,Y,Y,Y,Y,N,True,,0,Green
SHP-700242,CTR-2025242,Istanbul Kimya Sanayi,2-Ethylhexanoic Acid (2-EHA),Kandla,,TT advance,Y,Y,Y,Y,Y,Y,N,N,False,,1,Green
SHP-700243,CTR-2025243,Karachi Polymer Co.,Highly Reactive Polyisobutene (HR-PIB),"West Port, Malaysia",,TT 60 days,Y,Y,Y,N,Y,Y,Y,Y,True,,0,Green
SHP-700244,CTR-2025244,Rotterdam ChemTrade BV,Battery-Grade Lithium Hydroxide,Chittagong,,TT 30 days,Y,Y,N,Y,N,Y,Y,Y,False,,2,Amber
SHP-700245,CTR-2025245,PT Nusantara Polymer,Anionic Surfactant,Karachi,,TT advance,Y,Y,N,N,Y,Y,Y,Y,True,,0,Green
SHP-700246,CTR-2025246,Nile Delta Industrial Chemicals,2-Ethylhexanol (Oxo Alcohol),Rotterdam,,TT 30 days,N,Y,Y,Y,Y,Y,N,N,True,,1,Green
SHP-700247,CTR-2025247,EuroChem Amsterdam,Battery-Grade Lithium Hydroxide,Kandla,LC-90247,LC 90 days,Y,Y,Y,N,Y,Y,N,N,False,,1,Green
SHP-700248,CTR-2025248,PT Nusantara Polymer,2-Ethylhexanoic Acid (2-EHA),Lagos,LC-90248,LC at sight,Y,Y,Y,Y,Y,Y,Y,N,False,,1,Green
SHP-700249,CTR-2025249,Colombo Chemtrade,Anionic Surfactant,Karachi,,TT advance,Y,Y,Y,Y,Y,Y,Y,N,True,11.9,0,Green
SHP-700250,CTR-2025250,Meridian Specialty Chemicals Pvt Ltd,Acrylic Acid,Singapore,LC-90250,LC 90 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700251,CTR-2025251,Meridian Specialty Chemicals Pvt Ltd,Thermoplastic Polyurethane (TPU),Colombo,LC-90251,LC at sight,Y,N,Y,Y,Y,N,Y,Y,True,,2,Amber
SHP-700252,CTR-2025252,Chittagong Specialty Chemicals,Battery-Grade Lithium Hydroxide,Kandla,LC-90252,LC at sight,Y,N,Y,Y,Y,Y,N,N,False,,2,Amber
SHP-700253,CTR-2025253,Ganga Polymer Traders,Crop Protection Herbicide Formulation,Chennai,LC-90253,LC at sight,Y,Y,Y,Y,N,Y,Y,N,True,,1,Green
SHP-700254,CTR-2025254,Meridian Specialty Chemicals Pvt Ltd,2-Ethylhexanoic Acid (2-EHA),Shanghai,,TT 30 days,Y,Y,Y,Y,Y,Y,Y,N,False,,1,Green
SHP-700255,CTR-2025255,EuroChem Amsterdam,2-Ethylhexanol (Oxo Alcohol),Shanghai,,TT 30 days,Y,Y,Y,Y,N,Y,Y,N,True,30.2,1,Green
SHP-700256,CTR-2025256,Istanbul Kimya Sanayi,2-Ethylhexanoic Acid (2-EHA),Jeddah,LC-90256,LC 90 days,Y,N,Y,Y,Y,Y,Y,Y,False,140.0,3,Amber
SHP-700257,CTR-2025257,California Advanced Materials Inc,Thermoplastic Polyurethane (TPU),Jeddah,,TT advance,Y,Y,Y,N,Y,Y,Y,N,True,40.5,0,Green
SHP-700258,CTR-2025258,Guangzhou Performance Materials Ltd,Crop Protection Herbicide Formulation,Kandla,,TT advance,N,Y,Y,Y,Y,Y,Y,Y,True,,1,Green
SHP-700259,CTR-2025259,Shanghai Huifeng Chemicals,Battery-Grade Lithium Hydroxide,Istanbul,LC-90259,LC at sight,Y,N,Y,Y,Y,Y,Y,Y,False,46.3,2,Amber
SHP-700260,CTR-2025260,Lagos Industrial Chemicals Ltd,Battery-Grade Lithium Hydroxide,Karachi,LC-90260,LC 90 days,N,Y,Y,Y,Y,Y,Y,N,False,,2,Amber
SHP-700261,CTR-2025261,Karachi Polymer Co.,2-Ethylhexanoic Acid (2-EHA),Kandla,,TT 30 days,Y,Y,N,Y,Y,Y,Y,N,False,40.8,1,Green
SHP-700262,CTR-2025262,PT Nusantara Polymer,Battery-Grade Lithium Hydroxide,"West Port, Malaysia",,TT 30 days,N,Y,Y,Y,Y,Y,Y,N,False,,2,Amber
SHP-700263,CTR-2025263,Chittagong Specialty Chemicals,Thermoplastic Polyurethane (TPU),Jeddah,LC-90263,LC at sight,N,Y,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700264,CTR-2025264,Rotterdam ChemTrade BV,Thermoplastic Polyurethane (TPU),Shanghai,LC-90264,LC at sight,Y,N,Y,Y,Y,Y,N,Y,True,140.0,2,Amber
SHP-700265,CTR-2025265,EuroChem Amsterdam,2-Ethylhexanoic Acid (2-EHA),Lagos,LC-90265,LC at sight,Y,Y,Y,Y,Y,Y,Y,N,False,21.6,1,Green
SHP-700266,CTR-2025266,PT Nusantara Polymer,Highly Reactive Polyisobutene (HR-PIB),Istanbul,LC-90266,LC at sight,N,Y,Y,Y,N,Y,Y,N,True,,2,Amber
SHP-700267,CTR-2025267,Lagos Industrial Chemicals Ltd,Acrylic Acid,Los Angeles,,TT 30 days,Y,Y,N,Y,Y,Y,Y,N,True,,0,Green
SHP-700268,CTR-2025268,Istanbul Kimya Sanayi,2-Ethylhexanoic Acid (2-EHA),Shanghai,,TT 30 days,N,Y,Y,N,Y,Y,Y,N,False,,2,Amber
SHP-700269,CTR-2025269,Shanghai Huifeng Chemicals,Thermoplastic Polyurethane (TPU),Kandla,LC-90269,LC at sight,Y,Y,Y,Y,N,Y,Y,N,True,,1,Green
SHP-700270,CTR-2025270,Shanghai Huifeng Chemicals,Crop Protection Herbicide Formulation,Chittagong,,TT 30 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700271,CTR-2025271,Shanghai Huifeng Chemicals,Acrylic Acid,Chennai,LC-90271,LC at sight,Y,Y,Y,N,Y,Y,Y,N,True,,0,Green
SHP-700272,CTR-2025272,Ganga Polymer Traders,2-Ethylhexanoic Acid (2-EHA),Singapore,LC-90272,LC 90 days,Y,Y,N,Y,Y,Y,Y,N,False,,1,Green
SHP-700273,CTR-2025273,Guangzhou Performance Materials Ltd,Acrylic Acid,Colombo,,TT 60 days,Y,N,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700274,CTR-2025274,Karachi Polymer Co.,Crop Protection Herbicide Formulation,Alexandria,,TT 30 days,Y,N,Y,Y,N,Y,Y,Y,True,,2,Amber
SHP-700275,CTR-2025275,Guangzhou Performance Materials Ltd,Anionic Surfactant,Kandla,,TT 30 days,N,N,Y,Y,N,N,N,Y,True,49.7,4,Red
SHP-700276,CTR-2025276,California Advanced Materials Inc,2-Ethylhexanol (Oxo Alcohol),Colombo,,TT 30 days,Y,Y,Y,N,N,Y,Y,N,True,,1,Green
SHP-700277,CTR-2025277,Lagos Industrial Chemicals Ltd,Battery-Grade Lithium Hydroxide,Chennai,,TT 60 days,Y,Y,Y,N,Y,Y,Y,N,False,,1,Green
SHP-700278,CTR-2025278,EuroChem Amsterdam,2-Ethylhexanoic Acid (2-EHA),Kandla,LC-90278,LC at sight,N,Y,Y,Y,Y,Y,N,N,False,,2,Amber
SHP-700279,CTR-2025279,Jeddah Petrochemicals Co,Thermoplastic Polyurethane (TPU),"West Port, Malaysia",LC-90279,LC at sight,N,N,Y,Y,Y,Y,Y,N,True,139.5,3,Amber
SHP-700280,CTR-2025280,Rotterdam ChemTrade BV,Acrylic Acid,Singapore,LC-90280,LC 90 days,N,N,Y,Y,Y,Y,Y,N,True,,2,Amber
SHP-700281,CTR-2025281,Jeddah Petrochemicals Co,Highly Reactive Polyisobutene (HR-PIB),Rotterdam,LC-90281,LC 90 days,Y,Y,Y,Y,Y,Y,Y,Y,True,,0,Green
SHP-700282,CTR-2025282,Ganga Polymer Traders,Crop Protection Herbicide Formulation,Kandla,,TT 30 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700283,CTR-2025283,California Advanced Materials Inc,Battery-Grade Lithium Hydroxide,Jeddah,,TT advance,Y,Y,Y,N,Y,Y,Y,Y,False,,1,Green
SHP-700284,CTR-2025284,Ganga Polymer Traders,2-Ethylhexanol (Oxo Alcohol),Shanghai,LC-90284,LC at sight,Y,Y,Y,N,Y,Y,Y,Y,True,,0,Green
SHP-700285,CTR-2025285,Meridian Specialty Chemicals Pvt Ltd,2-Ethylhexanol (Oxo Alcohol),Alexandria,,TT 60 days,N,Y,Y,Y,Y,Y,Y,N,True,,1,Green
SHP-700286,CTR-2025286,Rotterdam ChemTrade BV,2-Ethylhexanol (Oxo Alcohol),Alexandria,,TT 60 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700287,CTR-2025287,Rotterdam ChemTrade BV,Thermoplastic Polyurethane (TPU),Lagos,,TT 30 days,Y,N,N,Y,Y,Y,Y,Y,True,29.6,1,Green
SHP-700288,CTR-2025288,California Advanced Materials Inc,Highly Reactive Polyisobutene (HR-PIB),Rotterdam,,TT 60 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
SHP-700289,CTR-2025289,Meridian Specialty Chemicals Pvt Ltd,Anionic Surfactant,Shanghai,,TT advance,Y,Y,Y,N,Y,N,Y,N,True,,1,Green
SHP-700290,CTR-2025290,California Advanced Materials Inc,Battery-Grade Lithium Hydroxide,Colombo,,TT 30 days,N,Y,Y,Y,Y,Y,Y,N,False,,2,Amber
SHP-700291,CTR-2025291,Karachi Polymer Co.,Battery-Grade Lithium Hydroxide,Jeddah,,TT 30 days,Y,Y,Y,N,Y,Y,Y,Y,False,20.8,1,Green
SHP-700292,CTR-2025292,Jeddah Petrochemicals Co,Anionic Surfactant,Los Angeles,,TT advance,Y,Y,Y,Y,Y,Y,Y,N,True,25.2,0,Green
SHP-700293,CTR-2025293,Shanghai Huifeng Chemicals,Anionic Surfactant,Rotterdam,,TT 60 days,Y,Y,Y,Y,Y,Y,Y,N,True,,0,Green
