shipment_id,contract_ref,freight_cost_usd_per_mt,port_cost_usd_per_mt,documentation_cost_usd,forwarding_agent,discharge_country,fta_scheme,standard_duty_rate_pct,preferential_duty_rate_pct
SHP-700247,CTR-2025247,84.2,11.49,500.33,Agent Alpha Logistics,India,AIFTA,9.2,5.0
SHP-700248,CTR-2025248,33.52,8.41,373.9,Agent Beta Freight,Nigeria,None,3.4,3.4
SHP-700249,CTR-2025249,35.06,4.65,430.43,Agent Beta Freight,Pakistan,MPCEPA-like,7.4,3.1
SHP-700250,CTR-2025250,29.84,7.53,436.83,Agent Gamma Shipping,Singapore,AFTA,5.2,2.5
SHP-700251,CTR-2025251,61.19,9.64,494.3,Agent Beta Freight,Sri Lanka,None,7.0,7.0
SHP-700252,CTR-2025252,53.13,7.36,444.3,Agent Beta Freight,India,AIFTA,10.8,2.3
SHP-700253,CTR-2025253,65.21,5.79,565.45,Agent Gamma Shipping,India,AIFTA,4.0,1.0
SHP-700254,CTR-2025254,69.8,4.14,526.01,Agent Alpha Logistics,China,ACFTA,7.3,3.6
SHP-700255,CTR-2025255,27.84,5.13,240.63,Agent Alpha Logistics,China,ACFTA,13.7,2.8
SHP-700256,CTR-2025256,87.34,8.52,180.15,Agent Gamma Shipping,Saudi Arabia,None,6.1,6.1
SHP-700257,CTR-2025257,26.83,5.2,337.16,Agent Alpha Logistics,Saudi Arabia,None,13.6,13.6
SHP-700258,CTR-2025258,71.82,11.26,382.7,Agent Gamma Shipping,India,AIFTA,7.9,2.3
SHP-700259,CTR-2025259,84.03,10.24,461.66,Agent Gamma Shipping,Turkey,None,3.8,3.8
SHP-700260,CTR-2025260,62.17,11.17,545.76,Agent Gamma Shipping,Pakistan,MPCEPA-like,4.5,2.1
SHP-700261,CTR-2025261,51.65,7.34,296.03,Agent Alpha Logistics,India,AIFTA,3.8,1.3
SHP-700262,CTR-2025262,86.43,5.54,222.98,Agent Alpha Logistics,Malaysia,Domestic,8.5,4.6
SHP-700263,CTR-2025263,56.62,9.65,431.82,Agent Beta Freight,Saudi Arabia,None,13.4,13.4
SHP-700264,CTR-2025264,68.49,4.14,498.6,Agent Gamma Shipping,China,ACFTA,14.3,3.8
SHP-700265,CTR-2025265,42.21,11.4,489.22,Agent Gamma Shipping,Nigeria,None,11.6,11.6
SHP-700266,CTR-2025266,39.24,6.99,496.49,Agent Gamma Shipping,Turkey,None,10.4,10.4
SHP-700267,CTR-2025267,31.76,11.66,271.66,Agent Alpha Logistics,USA,None,13.7,13.7
SHP-700268,CTR-2025268,78.48,7.66,411.44,Agent Beta Freight,China,ACFTA,8.5,3.0
SHP-700269,CTR-2025269,72.44,6.7,470.0,Agent Alpha Logistics,India,AIFTA,10.6,5.8
SHP-700270,CTR-2025270,28.38,10.74,268.09,Agent Gamma Shipping,Bangladesh,None,8.5,8.5
SHP-700271,CTR-2025271,40.71,7.35,487.38,Agent Gamma Shipping,India,AIFTA,13.6,5.3
SHP-700272,CTR-2025272,31.29,7.28,244.74,Agent Alpha Logistics,Singapore,AFTA,14.9,8.7
SHP-700273,CTR-2025273,57.59,5.1,501.04,Agent Beta Freight,Sri Lanka,None,7.9,7.9
SHP-700274,CTR-2025274,75.13,5.05,416.66,Agent Alpha Logistics,Egypt,None,14.1,14.1
SHP-700275,CTR-2025275,49.7,7.52,368.88,Agent Gamma Shipping,India,AIFTA,10.3,4.9
SHP-700276,CTR-2025276,57.82,4.59,393.79,Agent Gamma Shipping,Sri Lanka,None,12.8,12.8
SHP-700277,CTR-2025277,33.52,9.9,316.06,Agent Gamma Shipping,India,AIFTA,14.2,9.6
SHP-700278,CTR-2025278,33.81,7.67,232.61,Agent Alpha Logistics,India,AIFTA,4.4,2.9
SHP-700279,CTR-2025279,41.43,6.66,355.34,Agent Alpha Logistics,Malaysia,Domestic,7.6,4.5
SHP-700280,CTR-2025280,36.1,5.4,425.25,Agent Beta Freight,Singapore,AFTA,9.1,2.5
SHP-700281,CTR-2025281,61.77,9.43,575.73,Agent Alpha Logistics,Netherlands,EU MFN,14.3,9.4
SHP-700282,CTR-2025282,40.91,4.18,587.42,Agent Gamma Shipping,India,AIFTA,6.6,4.3
SHP-700283,CTR-2025283,80.86,3.99,340.51,Agent Alpha Logistics,Saudi Arabia,None,14.4,14.4
SHP-700284,CTR-2025284,25.61,6.98,302.35,Agent Beta Freight,China,ACFTA,3.6,1.7
SHP-700285,CTR-2025285,55.77,8.52,447.86,Agent Beta Freight,Egypt,None,13.4,13.4
SHP-700286,CTR-2025286,53.21,10.37,203.89,Agent Beta Freight,Egypt,None,13.9,13.9
SHP-700287,CTR-2025287,59.58,5.56,450.85,Agent Beta Freight,Nigeria,None,3.6,3.6
SHP-700288,CTR-2025288,81.08,4.47,561.45,Agent Beta Freight,Netherlands,EU MFN,12.7,8.0
SHP-700289,CTR-2025289,42.24,11.14,172.73,Agent Gamma Shipping,China,ACFTA,6.8,3.2
SHP-700290,CTR-2025290,27.85,9.48,265.33,Agent Gamma Shipping,Sri Lanka,None,8.3,8.3
SHP-700291,CTR-2025291,37.38,9.03,512.65,Agent Gamma Shipping,Saudi Arabia,None,3.0,3.0
SHP-700292,CTR-2025292,30.15,4.72,368.19,Agent Beta Freight,USA,None,7.6,7.6
SHP-700293,CTR-2025293,48.07,5.89,160.54,Agent Alpha Logistics,Netherlands,EU MFN,14.6,7.6
SHP-700294,CTR-2025294,52.96,10.88,192.55,Agent Alpha Logistics,USA,None,6.6,6.6
SHP-700295,CTR-2025295,74.3,8.45,213.22,Agent Alpha Logistics,China,ACFTA,9.8,2.2
SHP-700296,CTR-2025296,65.47,4.87,277.58,Agent Alpha Logistics,Pakistan,MPCEPA-like,9.0,4.3
SHP-700297,CTR-2025297,86.65,10.58,185.1,Agent Alpha Logistics,Bangladesh,None,11.7,11.7
SHP-700298,CTR-2025298,31.9,7.44,590.22,Agent Alpha Logistics,Saudi Arabia,None,4.9,4.9
SHP-700299,CTR-2025299,35.3,7.39,208.07,Agent Gamma Shipping,China,ACFTA,7.4,3.8
SHP-700300,CTR-2025300,52.97,5.47,168.26,Agent Gamma Shipping,Nigeria,None,13.7,13.7
SHP-700301,CTR-2025301,84.39,10.5,164.05,Agent Beta Freight,Singapore,AFTA,6.6,3.9
SHP-700302,CTR-2025302,87.85,7.74,313.16,Agent Gamma Shipping,USA,None,6.6,6.6
SHP-700303,CTR-2025303,29.32,11.9,444.71,Agent Gamma Shipping,Sri Lanka,None,3.5,3.5
SHP-700304,CTR-2025304,53.78,11.54,389.44,Agent Gamma Shipping,USA,None,6.0,6.0
SHP-700305,CTR-2025305,56.35,9.33,237.21,Agent Alpha Logistics,Sri Lanka,None,3.8,3.8
SHP-700306,CTR-2025306,38.95,9.64,246.86,Agent Gamma Shipping,Malaysia,Domestic,5.3,2.6
SHP-700307,CTR-2025307,81.01,11.48,255.33,Agent Alpha Logistics,China,ACFTA,9.2,3.5
SHP-700308,CTR-2025308,28.24,5.42,574.82,Agent Alpha Logistics,China,ACFTA,10.9,5.1
SHP-700309,CTR-2025309,50.76,9.24,380.66,Agent Gamma Shipping,Nigeria,None,8.9,8.9
SHP-700310,CTR-2025310,42.41,7.09,467.99,Agent Alpha Logistics,Egypt,None,8.6,8.6
SHP-700311,CTR-2025311,86.14,5.96,373.33,Agent Beta Freight,USA,None,3.5,3.5
SHP-700312,CTR-2025312,60.39,4.52,575.6,Agent Alpha Logistics,China,ACFTA,12.1,8.4
SHP-700313,CTR-2025313,37.81,10.88,354.23,Agent Gamma Shipping,Nigeria,None,11.5,11.5
SHP-700314,CTR-2025314,60.14,10.65,371.96,Agent Beta Freight,China,ACFTA,8.8,3.4
SHP-700315,CTR-2025315,62.64,4.7,434.97,Agent Alpha Logistics,India,AIFTA,13.8,7.4
SHP-700316,CTR-2025316,31.47,8.44,387.29,Agent Gamma Shipping,Singapore,AFTA,4.5,1.1
SHP-700317,CTR-2025317,51.18,8.3,343.94,Agent Gamma Shipping,Turkey,None,4.1,4.1
SHP-700318,CTR-2025318,36.36,11.88,296.44,Agent Beta Freight,China,ACFTA,9.7,5.3
SHP-700319,CTR-2025319,31.16,11.78,442.44,Agent Gamma Shipping,Netherlands,EU MFN,6.4,2.6
SHP-700320,CTR-2025320,26.61,10.29,275.2,Agent Gamma Shipping,Saudi Arabia,None,9.4,9.4
SHP-700321,CTR-2025321,29.0,4.46,458.71,Agent Beta Freight,Nigeria,None,13.7,13.7
SHP-700322,CTR-2025322,41.24,3.59,407.58,Agent Alpha Logistics,USA,None,11.3,11.3
SHP-700323,CTR-2025323,51.29,6.27,451.33,Agent Beta Freight,Egypt,None,5.6,5.6
SHP-700324,CTR-2025324,88.09,4.58,340.88,Agent Beta Freight,Bangladesh,None,10.2,10.2
SHP-700325,CTR-2025325,54.03,5.29,368.37,Agent Beta Freight,Nigeria,None,12.9,12.9
SHP-700326,CTR-2025326,60.32,5.74,471.35,Agent Alpha Logistics,China,ACFTA,5.2,1.3
SHP-700327,CTR-2025327,37.76,9.21,361.13,Agent Alpha Logistics,India,AIFTA,7.7,3.1
SHP-700328,CTR-2025328,48.9,3.91,449.6,Agent Alpha Logistics,India,AIFTA,6.7,3.6
SHP-700329,CTR-2025329,43.6,7.14,244.67,Agent Alpha Logistics,USA,None,5.3,5.3
SHP-700330,CTR-2025330,26.5,11.07,275.82,Agent Alpha Logistics,China,ACFTA,5.5,1.7
SHP-700331,CTR-2025331,33.28,8.75,210.39,Agent Beta Freight,Nigeria,None,3.9,3.9
SHP-700332,CTR-2025332,66.91,6.06,265.21,Agent Alpha Logistics,India,AIFTA,11.5,5.5
SHP-700333,CTR-2025333,67.3,4.05,346.72,Agent Beta Freight,USA,None,9.4,9.4
SHP-700334,CTR-2025334,42.41,8.44,423.49,Agent Beta Freight,India,AIFTA,13.5,9.4
SHP-700335,CTR-2025335,51.31,5.03,365.75,Agent Alpha Logistics,Bangladesh,None,6.1,6.1
SHP-700336,CTR-2025336,48.87,11.22,318.05,Agent Gamma Shipping,Nigeria,None,7.4,7.4
SHP-700337,CTR-2025337,49.93,10.53,300.36,Agent Gamma Shipping,Malaysia,Domestic,10.8,5.5
SHP-700338,CTR-2025338,78.16,3.35,329.21,Agent Alpha Logistics,India,AIFTA,13.4,6.1
SHP-700339,CTR-2025339,57.32,9.01,542.2,Agent Alpha Logistics,Saudi Arabia,None,3.2,3.2
SHP-700340,CTR-2025340,54.04,6.09,347.76,Agent Alpha Logistics,Sri Lanka,None,4.7,4.7
SHP-700341,CTR-2025341,57.26,6.63,339.4,Agent Alpha Logistics,Saudi Arabia,None,11.1,11.1
SHP-700342,CTR-2025342,87.49,8.39,199.21,Agent Beta Freight,Sri Lanka,None,12.7,12.7
SHP-700343,CTR-2025343,50.82,6.03,537.5,Agent Gamma Shipping,Nigeria,None,9.8,9.8
SHP-700344,CTR-2025344,30.09,3.65,450.94,Agent Beta Freight,Malaysia,Domestic,13.2,4.0
SHP-700345,CTR-2025345,60.29,10.5,208.4,Agent Gamma Shipping,Sri Lanka,None,4.5,4.5
SHP-700346,CTR-2025346,61.19,11.52,297.12,Agent Beta Freight,Sri Lanka,None,8.0,8.0
SHP-700347,CTR-2025347,64.43,11.37,597.97,Agent Beta Freight,Nigeria,None,13.0,13.0
SHP-700348,CTR-2025348,26.47,4.02,278.36,Agent Alpha Logistics,Netherlands,EU MFN,10.3,6.3
SHP-700349,CTR-2025349,40.55,10.08,316.22,Agent Beta Freight,USA,None,3.7,3.7
SHP-700350,CTR-2025350,57.88,8.04,425.71,Agent Beta Freight,India,AIFTA,11.7,4.4
SHP-700351,CTR-2025351,63.05,7.93,188.09,Agent Alpha Logistics,China,ACFTA,10.7,3.5
SHP-700352,CTR-2025352,32.75,5.02,528.2,Agent Gamma Shipping,USA,None,9.0,9.0
SHP-700353,CTR-2025353,70.58,10.1,332.09,Agent Gamma Shipping,Bangladesh,None,7.2,7.2
SHP-700354,CTR-2025354,50.59,4.73,415.91,Agent Beta Freight,Nigeria,None,3.7,3.7
SHP-700355,CTR-2025355,89.3,4.5,263.66,Agent Gamma Shipping,India,AIFTA,3.6,2.1
SHP-700356,CTR-2025356,78.93,9.34,334.02,Agent Beta Freight,USA,None,14.3,14.3
SHP-700357,CTR-2025357,68.03,7.18,352.32,Agent Beta Freight,Turkey,None,10.6,10.6
SHP-700358,CTR-2025358,37.26,7.57,480.98,Agent Gamma Shipping,Pakistan,MPCEPA-like,9.3,5.6
SHP-700359,CTR-2025359,68.15,4.02,552.34,Agent Gamma Shipping,Netherlands,EU MFN,11.6,5.2
SHP-700360,CTR-2025360,84.79,3.5,315.23,Agent Gamma Shipping,China,ACFTA,12.8,2.8
SHP-700361,CTR-2025361,60.25,4.33,153.76,Agent Gamma Shipping,Bangladesh,None,12.0,12.0
SHP-700362,CTR-2025362,35.96,8.23,562.49,Agent Gamma Shipping,Turkey,None,11.6,11.6
SHP-700363,CTR-2025363,70.86,9.05,150.58,Agent Gamma Shipping,USA,None,7.7,7.7
SHP-700364,CTR-2025364,32.81,7.81,478.81,Agent Gamma Shipping,Singapore,AFTA,11.1,4.5
SHP-700365,CTR-2025365,58.92,3.67,528.0,Agent Gamma Shipping,USA,None,5.3,5.3
SHP-700366,CTR-2025366,72.12,11.05,595.6,Agent Alpha Logistics,Turkey,None,4.4,4.4
SHP-700367,CTR-2025367,38.61,3.11,276.48,Agent Gamma Shipping,Sri Lanka,None,15.0,15.0
SHP-700368,CTR-2025368,68.42,4.59,294.08,Agent Alpha Logistics,Malaysia,Domestic,10.0,6.5
SHP-700369,CTR-2025369,68.57,4.69,245.04,Agent Beta Freight,India,AIFTA,10.5,3.9
SHP-700370,CTR-2025370,45.36,4.61,260.38,Agent Beta Freight,India,AIFTA,13.8,5.5
SHP-700371,CTR-2025371,54.15,5.88,347.12,Agent Alpha Logistics,Netherlands,EU MFN,11.9,8.2
SHP-700372,CTR-2025372,80.97,8.09,460.78,Agent Alpha Logistics,Egypt,None,4.9,4.9
SHP-700373,CTR-2025373,58.37,8.86,555.53,Agent Gamma Shipping,Netherlands,EU MFN,13.7,5.8
SHP-700374,CTR-2025374,73.79,7.4,296.51,Agent Gamma Shipping,Saudi Arabia,None,10.2,10.2
SHP-700375,CTR-2025375,88.93,9.01,296.98,Agent Beta Freight,Nigeria,None,3.5,3.5
SHP-700376,CTR-2025376,65.52,3.51,352.51,Agent Gamma Shipping,Egypt,None,3.3,3.3
SHP-700377,CTR-2025377,46.62,6.94,224.12,Agent Alpha Logistics,Turkey,None,6.2,6.2
SHP-700378,CTR-2025378,69.79,7.63,416.31,Agent Gamma Shipping,India,AIFTA,5.4,1.9
SHP-700379,CTR-2025379,29.69,4.33,488.58,Agent Beta Freight,China,ACFTA,3.9,2.4
SHP-700380,CTR-2025380,73.97,9.45,364.65,Agent Gamma Shipping,Turkey,None,11.0,11.0
SHP-700381,CTR-2025381,66.75,3.35,375.16,Agent Gamma Shipping,India,AIFTA,10.5,6.2
SHP-700382,CTR-2025382,48.24,5.5,541.94,Agent Alpha Logistics,India,AIFTA,10.7,5.8
SHP-700383,CTR-2025383,47.25,9.93,387.52,Agent Alpha Logistics,China,ACFTA,9.7,6.2
SHP-700384,CTR-2025384,58.65,8.2,584.11,Agent Beta Freight,USA,None,12.0,12.0
SHP-700385,CTR-2025385,29.78,3.48,426.71,Agent Beta Freight,Netherlands,EU MFN,14.3,6.6
SHP-700386,CTR-2025386,56.36,3.84,290.27,Agent Beta Freight,Netherlands,EU MFN,12.2,7.0
SHP-700387,CTR-2025387,44.91,10.54,546.5,Agent Beta Freight,Bangladesh,None,3.9,3.9
SHP-700388,CTR-2025388,41.68,8.34,455.16,Agent Beta Freight,Egypt,None,14.2,14.2
SHP-700389,CTR-2025389,51.94,9.21,274.77,Agent Beta Freight,Saudi Arabia,None,7.1,7.1
SHP-700390,CTR-2025390,89.78,9.76,172.12,Agent Alpha Logistics,Malaysia,Domestic,10.7,4.0
SHP-700391,CTR-2025391,27.02,7.99,391.82,Agent Beta Freight,Sri Lanka,None,12.1,12.1
SHP-700392,CTR-2025392,79.65,3.3,256.68,Agent Beta Freight,Nigeria,None,7.4,7.4
SHP-700393,CTR-2025393,54.07,3.65,250.46,Agent Gamma Shipping,Bangladesh,None,14.4,14.4
SHP-700394,CTR-2025394,84.95,6.83,399.33,Agent Alpha Logistics,Sri Lanka,None,14.8,14.8
SHP-700395,CTR-2025395,85.5,3.05,556.37,Agent Gamma Shipping,Turkey,None,12.0,12.0
SHP-700396,CTR-2025396,34.08,3.87,570.16,Agent Gamma Shipping,Turkey,None,8.1,8.1
SHP-700397,CTR-2025397,60.26,7.75,150.36,Agent Alpha Logistics,USA,None,4.7,4.7
SHP-700398,CTR-2025398,77.66,3.79,561.58,Agent Beta Freight,Sri Lanka,None,10.6,10.6
SHP-700399,CTR-2025399,38.56,8.99,421.69,Agent Gamma Shipping,Bangladesh,None,3.9,3.9
SHP-700400,CTR-2025400,35.66,9.62,419.74,Agent Beta Freight,Malaysia,Domestic,6.6,2.8
SHP-700401,CTR-2025401,36.13,9.67,221.23,Agent Alpha Logistics,India,AIFTA,6.6,3.5
SHP-700402,CTR-2025402,69.73,4.15,261.24,Agent Gamma Shipping,Saudi Arabia,None,8.1,8.1
SHP-700403,CTR-2025403,73.64,5.36,238.4,Agent Gamma Shipping,China,ACFTA,13.6,8.8
SHP-700404,CTR-2025404,64.9,3.79,446.74,Agent Alpha Logistics,India,AIFTA,7.7,4.3
SHP-700405,CTR-2025405,65.61,5.54,196.33,Agent Alpha Logistics,Nigeria,None,7.5,7.5
SHP-700406,CTR-2025406,71.74,7.53,262.02,Agent Gamma Shipping,Saudi Arabia,None,11.5,11.5
SHP-700407,CTR-2025407,46.09,6.01,303.47,Agent Gamma Shipping,Turkey,None,3.3,3.3
SHP-700408,CTR-2025408,77.21,11.08,354.98,Agent Gamma Shipping,Saudi Arabia,None,9.2,9.2
SHP-700409,CTR-2025409,27.0,10.91,370.15,Agent Alpha Logistics,Singapore,AFTA,3.2,2.2
SHP-700410,CTR-2025410,47.23,11.32,397.02,Agent Beta Freight,Singapore,AFTA,3.3,1.6
SHP-700411,CTR-2025411,39.26,6.86,477.21,Agent Beta Freight,Turkey,None,10.8,10.8
SHP-700412,CTR-2025412,25.05,11.43,255.11,Agent Beta Freight,Sri Lanka,None,5.0,5.0
SHP-700413,CTR-2025413,42.13,3.34,291.85,Agent Beta Freight,Pakistan,MPCEPA-like,4.5,3.1
SHP-700414,CTR-2025414,32.49,3.96,265.63,Agent Alpha Logistics,China,ACFTA,11.6,7.3
SHP-700415,CTR-2025415,26.36,5.01,344.18,Agent Alpha Logistics,China,ACFTA,3.7,0.9
SHP-700416,CTR-2025416,39.94,7.64,573.24,Agent Beta Freight,Nigeria,None,6.0,6.0
SHP-700417,CTR-2025417,83.89,8.1,335.33,Agent Gamma Shipping,Pakistan,MPCEPA-like,7.3,2.9
SHP-700418,CTR-2025418,72.29,7.06,301.18,Agent Gamma Shipping,China,ACFTA,13.3,8.9
SHP-700419,CTR-2025419,61.45,3.86,336.06,Agent Alpha Logistics,Saudi Arabia,None,5.4,5.4
