shipment_id,contract_ref,sales_order,delivery_mode,stage_gate,lct_status,sap_status,k2_flag,k2_chit_flag,customs_release_flag,customs_official_receipt_flag,certificate_of_origin_flag,bill_of_lading_flag,shipment_tender_flag,loi_flag,commercial_invoice_flag,ocr_confidence_pct
SHP-700202,CTR-2025202,SO-500202,Sea,SG8,In Progress,Delivered,N,Y,Y,N,Y,Y,N,N,Y,95.7
SHP-700203,CTR-2025203,SO-500203,Sea,SG8,In Progress,Open,Y,Y,Y,Y,N,Y,Y,Y,Y,80.8
SHP-700204,CTR-2025204,SO-500204,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,N,N,Y,74.6
SHP-700205,CTR-2025205,SO-500205,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,73.1
SHP-700206,CTR-2025206,SO-500206,Sea,SG9,In Progress,Delivered,Y,N,Y,Y,N,Y,Y,N,Y,89.7
SHP-700207,CTR-2025207,SO-500207,Land,SG6,In Progress,Delivered,Y,N,Y,Y,N/A,Y,N,Y,Y,94.6
SHP-700208,CTR-2025208,SO-500208,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,92.4
SHP-700209,CTR-2025209,SO-500209,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,81.2
SHP-700210,CTR-2025210,SO-500210,Sea,SG9,In Progress,Open,Y,N,Y,Y,Y,N,Y,Y,Y,88.0
SHP-700211,CTR-2025211,SO-500211,Sea,SG9,In Progress,Open,N,Y,Y,Y,Y,Y,Y,Y,Y,85.5
SHP-700212,CTR-2025212,SO-500212,Sea,SG8,In Progress,Cancelled,Y,Y,Y,N,Y,Y,Y,Y,Y,76.8
SHP-700213,CTR-2025213,SO-500213,Sea,SG6,In Progress,Delivered,Y,Y,Y,N,Y,N,Y,N,Y,88.5
SHP-700214,CTR-2025214,SO-500214,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,76.1
SHP-700215,CTR-2025215,SO-500215,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,N,N,Y,72.9
SHP-700216,CTR-2025216,SO-500216,Sea,SG9,In Progress,Cancelled,Y,N,Y,Y,Y,Y,Y,Y,Y,95.3
SHP-700217,CTR-2025217,SO-500217,Sea,SG8,In Progress,Cancelled,Y,N,Y,Y,Y,Y,N,Y,Y,96.2
SHP-700218,CTR-2025218,SO-500218,Sea,SG7,In Progress,Open,Y,Y,Y,N,Y,Y,N,N,Y,98.3
SHP-700219,CTR-2025219,SO-500219,Land,SG6,In Progress,Delivered,Y,Y,Y,N,N/A,N,N,N,Y,77.7
SHP-700220,CTR-2025220,SO-500220,Sea,SG5,In Progress,Delivered,Y,Y,N,N,N,Y,Y,N,Y,92.5
SHP-700221,CTR-2025221,SO-500221,Sea,SG7,In Progress,Open,Y,Y,Y,Y,N,Y,Y,N,Y,75.5
SHP-700222,CTR-2025222,SO-500222,Sea,SG9,In Progress,Cancelled,Y,Y,N,Y,Y,Y,Y,Y,Y,81.3
SHP-700223,CTR-2025223,SO-500223,Sea,SG9,In Progress,Delivered,Y,N,Y,Y,N,Y,Y,N,Y,75.7
SHP-700224,CTR-2025224,SO-500224,Sea,SG9,In Progress,Delivered,Y,Y,Y,Y,N,N,N,N,Y,84.4
SHP-700225,CTR-2025225,SO-500225,Sea,SG7,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,Y,Y,90.0
SHP-700226,CTR-2025226,SO-500226,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,82.0
SHP-700227,CTR-2025227,SO-500227,Land,SG10,Complete,Cancelled,Y,Y,Y,Y,N/A,Y,Y,N,Y,81.8
SHP-700228,CTR-2025228,SO-500228,Sea,SG7,In Progress,Delivered,Y,Y,Y,Y,Y,N,Y,N,Y,97.7
SHP-700229,CTR-2025229,SO-500229,Sea,SG9,In Progress,Delivered,N,Y,Y,Y,Y,Y,Y,N,Y,82.0
SHP-700230,CTR-2025230,SO-500230,Sea,SG9,In Progress,Delivered,Y,N,Y,Y,Y,Y,Y,N,Y,94.3
SHP-700231,CTR-2025231,SO-500231,Sea,SG7,In Progress,Delivered,Y,Y,Y,N,Y,Y,Y,N,Y,81.9
SHP-700232,CTR-2025232,SO-500232,Sea,SG5,In Progress,Open,N,Y,Y,N,Y,N,Y,Y,Y,77.9
SHP-700233,CTR-2025233,SO-500233,Sea,SG6,In Progress,Cancelled,Y,Y,N,Y,N,Y,Y,Y,Y,92.3
SHP-700234,CTR-2025234,SO-500234,Sea,SG9,In Progress,Delivered,N,Y,N,Y,Y,Y,N,Y,Y,79.9
SHP-700235,CTR-2025235,SO-500235,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,85.2
SHP-700236,CTR-2025236,SO-500236,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,Y,Y,72.8
SHP-700237,CTR-2025237,SO-500237,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,73.4
SHP-700238,CTR-2025238,SO-500238,Sea,SG7,In Progress,Delivered,N,Y,Y,N,Y,Y,Y,N,Y,78.4
SHP-700239,CTR-2025239,SO-500239,Sea,SG8,In Progress,Delivered,N,Y,Y,Y,N,Y,Y,N,Y,93.6
SHP-700240,CTR-2025240,SO-500240,Land,SG8,In Progress,Delivered,Y,Y,N,Y,N/A,Y,Y,N,Y,87.3
SHP-700241,CTR-2025241,SO-500241,Sea,SG8,In Progress,Delivered,Y,Y,N,Y,N,Y,Y,N,Y,78.3
SHP-700242,CTR-2025242,SO-500242,Sea,SG9,In Progress,Delivered,Y,N,Y,Y,Y,Y,Y,N,Y,90.3
SHP-700243,CTR-2025243,SO-500243,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,98.0
SHP-700244,CTR-2025244,SO-500244,Sea,SG7,In Progress,Delivered,N,Y,Y,Y,Y,Y,Y,N,Y,74.1
SHP-700245,CTR-2025245,SO-500245,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,N,Y,97.1
SHP-700246,CTR-2025246,SO-500246,Sea,SG3,In Progress,Cancelled,N,N,Y,N,N,Y,Y,Y,Y,85.5
SHP-700247,CTR-2025247,SO-500247,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,94.1
SHP-700248,CTR-2025248,SO-500248,Land,SG7,In Progress,Delivered,Y,N,N,Y,N/A,Y,Y,Y,Y,82.9
SHP-700249,CTR-2025249,SO-500249,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,77.0
SHP-700250,CTR-2025250,SO-500250,Sea,SG7,In Progress,Delivered,Y,Y,N,Y,Y,Y,Y,N,Y,85.3
SHP-700251,CTR-2025251,SO-500251,Sea,SG8,In Progress,Delivered,Y,Y,Y,N,Y,Y,Y,N,Y,81.3
SHP-700252,CTR-2025252,SO-500252,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,82.8
SHP-700253,CTR-2025253,SO-500253,Sea,SG6,In Progress,Delivered,Y,N,Y,N,Y,Y,Y,N,Y,75.2
SHP-700254,CTR-2025254,SO-500254,Sea,SG9,In Progress,Open,Y,N,Y,Y,N,Y,Y,N,Y,86.4
SHP-700255,CTR-2025255,SO-500255,Sea,SG9,In Progress,Delivered,N,N,Y,Y,Y,Y,Y,Y,Y,79.0
SHP-700256,CTR-2025256,SO-500256,Sea,SG8,In Progress,Delivered,Y,Y,N,N,Y,Y,Y,Y,Y,78.1
SHP-700257,CTR-2025257,SO-500257,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,81.5
SHP-700258,CTR-2025258,SO-500258,Sea,SG9,In Progress,Delivered,Y,Y,Y,N,Y,Y,Y,N,Y,94.7
SHP-700259,CTR-2025259,SO-500259,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,N,Y,97.2
SHP-700260,CTR-2025260,SO-500260,Sea,SG7,In Progress,Open,N,Y,Y,N,Y,Y,Y,N,Y,76.4
SHP-700261,CTR-2025261,SO-500261,Sea,SG8,In Progress,Open,Y,Y,Y,N,Y,Y,Y,N,Y,88.5
SHP-700262,CTR-2025262,SO-500262,Sea,SG6,In Progress,Open,Y,Y,Y,Y,N,Y,Y,N,Y,94.0
SHP-700263,CTR-2025263,SO-500263,Sea,SG7,In Progress,Delivered,Y,Y,N,Y,N,Y,Y,N,Y,89.8
SHP-700264,CTR-2025264,SO-500264,Sea,SG6,In Progress,Delivered,N,Y,Y,Y,N,Y,Y,N,Y,76.5
SHP-700265,CTR-2025265,SO-500265,Sea,SG6,In Progress,Cancelled,Y,Y,Y,Y,N,Y,Y,Y,Y,95.9
SHP-700266,CTR-2025266,SO-500266,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,Y,Y,90.3
SHP-700267,CTR-2025267,SO-500267,Sea,SG7,In Progress,Cancelled,Y,Y,N,Y,Y,Y,Y,N,Y,83.6
SHP-700268,CTR-2025268,SO-500268,Sea,SG6,In Progress,Delivered,Y,Y,Y,Y,N,N,Y,N,Y,87.5
SHP-700269,CTR-2025269,SO-500269,Sea,SG5,In Progress,Open,Y,N,N,Y,N,N,Y,Y,Y,91.7
SHP-700270,CTR-2025270,SO-500270,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,Y,Y,98.7
SHP-700271,CTR-2025271,SO-500271,Sea,SG8,In Progress,Delivered,N,Y,Y,N,Y,Y,Y,Y,Y,88.8
SHP-700272,CTR-2025272,SO-500272,Sea,SG7,In Progress,Delivered,Y,Y,Y,N,Y,Y,Y,N,Y,92.4
SHP-700273,CTR-2025273,SO-500273,Sea,SG6,In Progress,Delivered,Y,N,N,N,Y,Y,Y,Y,Y,76.4
SHP-700274,CTR-2025274,SO-500274,Sea,SG6,In Progress,Cancelled,Y,N,Y,N,Y,Y,Y,N,Y,97.0
SHP-700275,CTR-2025275,SO-500275,Sea,SG7,In Progress,Open,Y,N,Y,Y,N,Y,Y,N,Y,72.3
SHP-700276,CTR-2025276,SO-500276,Sea,SG6,In Progress,Cancelled,Y,Y,Y,Y,N,Y,Y,Y,Y,79.4
SHP-700277,CTR-2025277,SO-500277,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,94.5
SHP-700278,CTR-2025278,SO-500278,Sea,SG7,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,N,Y,81.1
SHP-700279,CTR-2025279,SO-500279,Sea,SG3,In Progress,Delivered,Y,N,Y,N,N,Y,Y,N,Y,81.0
SHP-700280,CTR-2025280,SO-500280,Sea,SG9,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,Y,Y,76.0
SHP-700281,CTR-2025281,SO-500281,Sea,SG7,In Progress,Delivered,Y,Y,Y,N,Y,Y,Y,N,Y,90.8
SHP-700282,CTR-2025282,SO-500282,Sea,SG8,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,N,Y,83.1
SHP-700283,CTR-2025283,SO-500283,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,91.9
SHP-700284,CTR-2025284,SO-500284,Sea,SG6,In Progress,Open,Y,Y,N,Y,N,N,Y,N,Y,98.4
SHP-700285,CTR-2025285,SO-500285,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,83.1
SHP-700286,CTR-2025286,SO-500286,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,94.2
SHP-700287,CTR-2025287,SO-500287,Sea,SG8,In Progress,Cancelled,Y,Y,Y,N,N,Y,Y,Y,Y,79.9
SHP-700288,CTR-2025288,SO-500288,Sea,SG9,In Progress,Delivered,Y,Y,Y,N,N,Y,Y,N,Y,90.2
SHP-700289,CTR-2025289,SO-500289,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,Y,Y,83.6
SHP-700290,CTR-2025290,SO-500290,Sea,SG8,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,Y,Y,77.9
SHP-700291,CTR-2025291,SO-500291,Sea,SG6,In Progress,Delivered,N,N,Y,N,Y,Y,Y,Y,Y,84.9
SHP-700292,CTR-2025292,SO-500292,Sea,SG6,In Progress,Open,Y,Y,N,N,Y,Y,N,N,Y,89.0
SHP-700293,CTR-2025293,SO-500293,Sea,SG8,In Progress,Delivered,Y,Y,Y,Y,N,Y,N,Y,Y,96.0
SHP-700294,CTR-2025294,SO-500294,Sea,SG6,In Progress,Delivered,Y,Y,N,N,Y,Y,Y,Y,Y,96.8
SHP-700295,CTR-2025295,SO-500295,Sea,SG7,In Progress,Cancelled,Y,N,Y,Y,Y,Y,Y,Y,Y,93.4
SHP-700296,CTR-2025296,SO-500296,Sea,SG6,In Progress,Open,Y,Y,Y,N,Y,N,Y,N,Y,89.9
SHP-700297,CTR-2025297,SO-500297,Sea,SG8,In Progress,Open,Y,Y,Y,Y,N,Y,Y,Y,Y,81.3
SHP-700298,CTR-2025298,SO-500298,Sea,SG9,In Progress,Delivered,N,N,Y,Y,Y,Y,Y,N,Y,91.7
SHP-700299,CTR-2025299,SO-500299,Sea,SG6,In Progress,Delivered,Y,N,Y,Y,N,Y,N,N,Y,86.6
SHP-700300,CTR-2025300,SO-500300,Sea,SG9,In Progress,Open,Y,Y,Y,N,Y,Y,Y,N,Y,88.4
SHP-700301,CTR-2025301,SO-500301,Sea,SG7,In Progress,Open,Y,Y,Y,N,N,Y,Y,N,Y,84.0
SHP-700302,CTR-2025302,SO-500302,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,82.9
SHP-700303,CTR-2025303,SO-500303,Sea,SG7,In Progress,Delivered,Y,Y,N,Y,Y,Y,Y,N,Y,90.7
SHP-700304,CTR-2025304,SO-500304,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,72.7
SHP-700305,CTR-2025305,SO-500305,Sea,SG8,In Progress,Cancelled,Y,Y,Y,N,Y,Y,Y,N,Y,74.9
SHP-700306,CTR-2025306,SO-500306,Sea,SG9,In Progress,Delivered,Y,Y,N,N,Y,Y,Y,N,Y,86.7
SHP-700307,CTR-2025307,SO-500307,Sea,SG6,In Progress,Delivered,Y,Y,N,Y,Y,Y,Y,Y,Y,80.3
SHP-700308,CTR-2025308,SO-500308,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,N,Y,84.6
SHP-700309,CTR-2025309,SO-500309,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,73.5
SHP-700310,CTR-2025310,SO-500310,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,83.1
SHP-700311,CTR-2025311,SO-500311,Sea,SG6,In Progress,Delivered,Y,Y,Y,Y,N,Y,N,N,Y,81.2
SHP-700312,CTR-2025312,SO-500312,Sea,SG7,In Progress,Delivered,Y,N,Y,Y,Y,Y,Y,N,Y,75.1
SHP-700313,CTR-2025313,SO-500313,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,N,Y,Y,94.0
SHP-700314,CTR-2025314,SO-500314,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,Y,Y,82.8
SHP-700315,CTR-2025315,SO-500315,Sea,SG9,In Progress,Delivered,Y,N,Y,Y,Y,Y,N,N,Y,86.9
SHP-700316,CTR-2025316,SO-500316,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,N,N,Y,87.3
SHP-700317,CTR-2025317,SO-500317,Sea,SG9,In Progress,Delivered,Y,Y,N,N,Y,Y,Y,N,Y,74.2
SHP-700318,CTR-2025318,SO-500318,Sea,SG7,In Progress,Delivered,Y,Y,Y,N,Y,Y,Y,N,Y,94.4
SHP-700319,CTR-2025319,SO-500319,Sea,SG6,In Progress,Delivered,Y,Y,N,Y,Y,Y,Y,Y,Y,91.5
SHP-700320,CTR-2025320,SO-500320,Sea,SG7,In Progress,Delivered,N,Y,Y,Y,Y,Y,Y,Y,Y,93.9
SHP-700321,CTR-2025321,SO-500321,Sea,SG9,In Progress,Cancelled,Y,N,N,Y,Y,Y,Y,N,Y,83.9
SHP-700322,CTR-2025322,SO-500322,Sea,SG6,In Progress,Cancelled,Y,Y,Y,Y,N,Y,Y,N,Y,83.9
SHP-700323,CTR-2025323,SO-500323,Sea,SG7,In Progress,Open,N,Y,Y,Y,Y,Y,Y,Y,Y,94.3
SHP-700324,CTR-2025324,SO-500324,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,N,Y,78.0
SHP-700325,CTR-2025325,SO-500325,Sea,SG9,In Progress,Open,Y,Y,N,Y,N,Y,Y,Y,Y,78.1
SHP-700326,CTR-2025326,SO-500326,Sea,SG9,In Progress,Cancelled,Y,N,Y,N,Y,Y,Y,N,Y,73.4
SHP-700327,CTR-2025327,SO-500327,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,73.7
SHP-700328,CTR-2025328,SO-500328,Sea,SG8,In Progress,Open,N,Y,Y,Y,Y,Y,N,Y,Y,74.6
SHP-700329,CTR-2025329,SO-500329,Sea,SG5,In Progress,Delivered,N,N,Y,N,Y,Y,Y,Y,Y,80.0
SHP-700330,CTR-2025330,SO-500330,Sea,SG4,In Progress,Delivered,N,N,N,Y,N,Y,Y,N,Y,98.7
SHP-700331,CTR-2025331,SO-500331,Sea,SG6,In Progress,Cancelled,Y,Y,Y,Y,N,N,N,N,Y,90.1
SHP-700332,CTR-2025332,SO-500332,Sea,SG6,In Progress,Cancelled,Y,Y,Y,N,Y,Y,Y,N,Y,74.7
SHP-700333,CTR-2025333,SO-500333,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,N,N,Y,76.8
SHP-700334,CTR-2025334,SO-500334,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,81.4
SHP-700335,CTR-2025335,SO-500335,Sea,SG8,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,N,Y,83.1
SHP-700336,CTR-2025336,SO-500336,Sea,SG9,In Progress,Open,Y,N,Y,Y,Y,Y,Y,N,Y,94.5
SHP-700337,CTR-2025337,SO-500337,Sea,SG8,In Progress,Open,Y,Y,Y,N,N,Y,Y,N,Y,82.9
SHP-700338,CTR-2025338,SO-500338,Sea,SG7,In Progress,Cancelled,Y,Y,Y,Y,N,Y,Y,N,Y,97.6
SHP-700339,CTR-2025339,SO-500339,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,83.3
SHP-700340,CTR-2025340,SO-500340,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,N,Y,77.7
SHP-700341,CTR-2025341,SO-500341,Sea,SG8,In Progress,Delivered,Y,N,Y,Y,Y,Y,Y,N,Y,87.3
SHP-700342,CTR-2025342,SO-500342,Sea,SG6,In Progress,Delivered,Y,Y,Y,N,Y,Y,Y,N,Y,88.2
SHP-700343,CTR-2025343,SO-500343,Sea,SG7,In Progress,Delivered,Y,Y,Y,Y,N,Y,N,Y,Y,87.8
SHP-700344,CTR-2025344,SO-500344,Sea,SG6,In Progress,Delivered,Y,N,N,Y,Y,Y,Y,N,Y,86.1
SHP-700345,CTR-2025345,SO-500345,Sea,SG7,In Progress,Delivered,Y,N,Y,Y,N,Y,Y,Y,Y,93.9
SHP-700346,CTR-2025346,SO-500346,Sea,SG9,In Progress,Delivered,Y,Y,Y,N,Y,N,Y,N,Y,78.7
SHP-700347,CTR-2025347,SO-500347,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,N,N,Y,76.6
SHP-700348,CTR-2025348,SO-500348,Sea,SG8,In Progress,Open,Y,N,Y,Y,Y,Y,Y,N,Y,90.1
SHP-700349,CTR-2025349,SO-500349,Sea,SG6,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,N,Y,89.9
SHP-700350,CTR-2025350,SO-500350,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,N,Y,Y,78.2
SHP-700351,CTR-2025351,SO-500351,Sea,SG7,In Progress,Cancelled,Y,Y,N,Y,N,Y,Y,N,Y,78.5
SHP-700352,CTR-2025352,SO-500352,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,97.2
SHP-700353,CTR-2025353,SO-500353,Sea,SG8,In Progress,Delivered,Y,Y,Y,Y,Y,N,Y,N,Y,90.1
SHP-700354,CTR-2025354,SO-500354,Land,SG10,Complete,Delivered,Y,Y,Y,Y,N/A,Y,Y,N,Y,89.4
SHP-700355,CTR-2025355,SO-500355,Sea,SG6,In Progress,Delivered,Y,Y,Y,N,Y,Y,Y,Y,Y,82.0
SHP-700356,CTR-2025356,SO-500356,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,N,Y,73.7
SHP-700357,CTR-2025357,SO-500357,Sea,SG9,In Progress,Delivered,Y,N,Y,Y,N,Y,Y,Y,Y,95.2
SHP-700358,CTR-2025358,SO-500358,Sea,SG7,In Progress,Cancelled,Y,Y,Y,Y,N,N,Y,Y,Y,85.5
SHP-700359,CTR-2025359,SO-500359,Sea,SG6,In Progress,Delivered,Y,Y,Y,Y,N,Y,Y,Y,Y,97.7
SHP-700360,CTR-2025360,SO-500360,Sea,SG6,In Progress,Cancelled,Y,Y,Y,Y,Y,N,Y,N,Y,75.6
SHP-700361,CTR-2025361,SO-500361,Sea,SG9,In Progress,Delivered,Y,Y,Y,Y,Y,N,N,N,Y,91.4
SHP-700362,CTR-2025362,SO-500362,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,N,Y,91.5
SHP-700363,CTR-2025363,SO-500363,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,94.6
SHP-700364,CTR-2025364,SO-500364,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,95.9
SHP-700365,CTR-2025365,SO-500365,Sea,SG7,In Progress,Delivered,N,Y,Y,Y,Y,Y,Y,N,Y,80.1
SHP-700366,CTR-2025366,SO-500366,Sea,SG8,In Progress,Cancelled,Y,Y,N,Y,N,Y,Y,Y,Y,81.6
SHP-700367,CTR-2025367,SO-500367,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,N,Y,98.5
SHP-700368,CTR-2025368,SO-500368,Sea,SG6,In Progress,Delivered,Y,N,Y,Y,Y,Y,Y,N,Y,77.3
SHP-700369,CTR-2025369,SO-500369,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,Y,Y,80.7
SHP-700370,CTR-2025370,SO-500370,Sea,SG10,Complete,Open,Y,Y,Y,Y,Y,Y,Y,N,Y,83.3
SHP-700371,CTR-2025371,SO-500371,Sea,SG7,In Progress,Open,Y,N,Y,Y,Y,N,Y,N,Y,73.8
SHP-700372,CTR-2025372,SO-500372,Sea,SG7,In Progress,Cancelled,Y,Y,N,Y,Y,Y,Y,N,Y,88.8
SHP-700373,CTR-2025373,SO-500373,Sea,SG6,In Progress,Delivered,Y,N,Y,Y,N,N,Y,N,Y,73.1
SHP-700374,CTR-2025374,SO-500374,Land,SG10,Complete,Open,Y,Y,Y,Y,N/A,Y,Y,Y,Y,95.3
SHP-700375,CTR-2025375,SO-500375,Sea,SG6,In Progress,Open,Y,N,Y,Y,Y,Y,Y,N,Y,92.4
SHP-700376,CTR-2025376,SO-500376,Sea,SG8,In Progress,Delivered,Y,Y,Y,N,Y,Y,Y,Y,Y,72.2
SHP-700377,CTR-2025377,SO-500377,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,N,Y,78.5
SHP-700378,CTR-2025378,SO-500378,Sea,SG6,In Progress,Delivered,Y,N,Y,Y,N,Y,Y,N,Y,95.6
SHP-700379,CTR-2025379,SO-500379,Sea,SG6,In Progress,Open,Y,Y,N,Y,Y,Y,Y,N,Y,80.0
SHP-700380,CTR-2025380,SO-500380,Sea,SG5,In Progress,Open,Y,N,N,Y,Y,N,N,N,Y,96.6
SHP-700381,CTR-2025381,SO-500381,Sea,SG7,In Progress,Delivered,Y,Y,N,Y,Y,Y,Y,N,Y,76.6
SHP-700382,CTR-2025382,SO-500382,Sea,SG6,In Progress,Delivered,Y,N,Y,Y,Y,Y,Y,Y,Y,96.0
SHP-700383,CTR-2025383,SO-500383,Land,SG10,Complete,Delivered,Y,Y,Y,Y,N/A,Y,Y,N,Y,76.3
SHP-700384,CTR-2025384,SO-500384,Sea,SG7,In Progress,Open,Y,N,Y,Y,Y,Y,Y,Y,Y,76.2
SHP-700385,CTR-2025385,SO-500385,Sea,SG9,In Progress,Delivered,Y,N,Y,N,Y,Y,Y,N,Y,97.7
SHP-700386,CTR-2025386,SO-500386,Sea,SG4,In Progress,Cancelled,Y,N,Y,Y,N,N,Y,N,Y,74.9
SHP-700387,CTR-2025387,SO-500387,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,N,Y,97.3
SHP-700388,CTR-2025388,SO-500388,Sea,SG8,In Progress,Open,Y,Y,Y,N,Y,Y,Y,N,Y,89.2
SHP-700389,CTR-2025389,SO-500389,Sea,SG8,In Progress,Delivered,Y,N,Y,Y,Y,Y,Y,N,Y,78.4
SHP-700390,CTR-2025390,SO-500390,Sea,SG9,In Progress,Delivered,Y,Y,Y,Y,Y,N,Y,Y,Y,84.7
SHP-700391,CTR-2025391,SO-500391,Sea,SG7,In Progress,Open,Y,N,Y,Y,N,Y,N,Y,Y,90.6
SHP-700392,CTR-2025392,SO-500392,Sea,SG6,In Progress,Open,Y,N,Y,Y,Y,Y,Y,N,Y,80.0
SHP-700393,CTR-2025393,SO-500393,Sea,SG6,In Progress,Cancelled,N,Y,Y,N,N,Y,Y,N,Y,76.4
SHP-700394,CTR-2025394,SO-500394,Sea,SG8,In Progress,Cancelled,Y,N,Y,Y,Y,Y,Y,N,Y,77.3
SHP-700395,CTR-2025395,SO-500395,Sea,SG7,In Progress,Cancelled,N,Y,Y,Y,Y,Y,Y,N,Y,91.9
SHP-700396,CTR-2025396,SO-500396,Sea,SG8,In Progress,Open,Y,Y,Y,Y,N,Y,Y,N,Y,96.8
SHP-700397,CTR-2025397,SO-500397,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,N,Y,87.4
SHP-700398,CTR-2025398,SO-500398,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,N,Y,97.4
SHP-700399,CTR-2025399,SO-500399,Sea,SG10,Complete,Delivered,Y,Y,Y,Y,Y,Y,Y,N,Y,90.2
SHP-700400,CTR-2025400,SO-500400,Sea,SG6,In Progress,Cancelled,Y,Y,Y,N,Y,Y,Y,Y,Y,77.5
SHP-700401,CTR-2025401,SO-500401,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,Y,Y,83.5
SHP-700402,CTR-2025402,SO-500402,Sea,SG10,Complete,Cancelled,Y,Y,Y,Y,Y,Y,Y,N,Y,77.6
SHP-700403,CTR-2025403,SO-500403,Sea,SG9,In Progress,Delivered,N,N,Y,Y,Y,Y,Y,Y,Y,76.1
SHP-700404,CTR-2025404,SO-500404,Sea,SG9,In Progress,Open,Y,Y,Y,Y,Y,N,Y,N,Y,89.5
SHP-700405,CTR-2025405,SO-500405,Sea,SG8,In Progress,Delivered,N,Y,Y,Y,N,Y,Y,N,Y,84.8
SHP-700406,CTR-2025406,SO-500406,Sea,SG9,In Progress,Open,Y,Y,N,Y,Y,Y,Y,Y,Y,83.6
